"cg","con","Concept.1","Concept.2","LIN","LCH","INTRINSIC_LCH","INTRINSIC_LIN","PATH","INTRINSIC_PATH","WUPALMER","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"msh-umls","MayoSRS","C0018802","C0020541",0,0.436295,0.314772,0.375225,0.125,0.043273,0.461538,"C0012674","C0012674","C0012674","C0012674=C0018802->C0018801->C0018799->C0007222->*C0012674*<-C0020541<-C0023895<-C0012242"
"msh-umls","MayoSRS","C0085649","C0034063",0,0,0.360225,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0022650","C0041956",0.616741,0.514281,0.475795,0.718742,0.166667,0.090509,0.705882,"C0042075","C0042075","C0042075","C0042075=C0022650->C0392525->C0022658->*C0042075*<-C0041956<-C0041954"
"msh-umls","MayoSRS","C0004604","C0037944",0.233653,0.404365,0.312682,0.372881,0.111111,0.04286,0.428571,"C0012674","C0012674","C0012674","C0012674=C0004604->C0030193->C0037088->C0039058->*C0012674*<-C0037944<-C0037933<-C0005940<-C0026857"
"msh-umls","MayoSRS","C1956089","C0018862",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0003873","C0035450",0.788839,0.812098,0.87085,0.977041,0.5,0.553295,0.933333,"C0003873","C0003873","C0003873","C0003873=C0003873*<-C0035450"
"msh-umls","MayoSRS","C0009871","C1444657",0,0,0.429773,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0020971","C0021051",0.022024,0.436295,0.255061,0.063729,0.125,0.032914,0.363636,"C1256741","C1256741","C1256741","C1256741=C0020971->C0021060->C0026214->C0002784->*C1256741*<-C0021051<-C0021053<-C0012674"
"msh-umls","MayoSRS","C0026848","C0011633",0.840425,0.702183,0.618981,0.845557,0.333333,0.17445,0.857143,"C0026848","C0026848","C0026848","C0026848=C0026848*<-C0011633<-C0027121"
"msh-umls","MayoSRS","C0360714","C0020473",0.018456,0.304681,0.250163,0.062359,0.076923,0.032183,0.25,"C1256741","C1256741","C1256741","C1256741=C0360714->C0014432->C1258062->C0600511->C0600505->C0007995->*C1256741*<-C0020473<-C0242339<-C0154251<-C0025517<-C0028715<-C0012674"
"msh-umls","MayoSRS","C0004093","C0442874",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0013404","C0231835",0,0.702183,0.605283,0.856359,0.333333,0.163836,0.857143,"C0037090|C0035204","C0037090","C0037090","C0035204=C0013404->*C0035204*<-C0231835|C0037090=C0013404->*C0037090*<-C0231835"
"msh-umls","MayoSRS","C0034065","C0019079",0.609604,0.702183,0.493796,0.742267,0.333333,0.098293,0.833333,"C0024115","C0024115","C0024115","C0024115=C0034065->*C0024115*<-C0019079"
"msh-umls","MayoSRS","C0029408","C0221434",0,0,0.36559,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0231736","C0231749",0,0,1,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0332536","C0024796",0,0,0.361972,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0458343","C0016053",0,0.436295,0.22587,0.055973,0.125,0.028792,0.363636,"C1256741","C1256741","C1256741","C1256741=C0458343->C0005898->C0002807->*C1256741*<-C0016053<-C0035435<-C0026857<-C0012674"
"msh-umls","MayoSRS","C0457086","C0003873",0,0,0.367136,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0038454","C0018989",0,0.436295,0.365547,0.491526,0.125,0.05461,0.533333,"C0027765","C0027765","C0027765","C0027765=C0038454->C0007820->C0006111->C0007682->*C0027765*<-C0018989<-C0030552<-C0027854"
"msh-umls","MayoSRS","C0006121","C1269897",0,0,0.388172,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0011167","C0031133",0.697518,0.624196,0.673064,0.903428,0.25,0.223517,0.8,"C1720892","C1720892","C1720892","C1720892=C0011167->*C1720892*<-C0031133<-C0017184"
"msh-umls","MayoSRS","C0011168","C0679317",0,0,0.374102,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0429103","C0027051",0,0,0.365857,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C1510420","C0041296",0,0,0.382948,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0027627","C0205699",0,0.472493,0.396459,0.576482,0.142857,0.062921,0.571429,"C0027651","C0027651","C0027651","C0027651=C0027627->C0027671->*C0027651*<-C0205699<-C0007097<-C0027660<-C0027652"
"msh-umls","MayoSRS","C1956391","C0018681",0,0.436295,0.348941,0.471475,0.125,0.050608,0.533333,"C0027765","C0027765","C0027765","C0027765=C1956391->C0039483->C0751878->C0751871->*C0027765*<-C0018681<-C0030193<-C0027854"
"msh-umls","MayoSRS","C0003243","C0443146",0,0,0.366293,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0034735","C0022116",0,0.404365,0.316212,0.376843,0.111111,0.043559,0.428571,"C0012674","C0012674","C0012674","C0012674=C0034735->C0034734->C0085096->C0042373->C0007222->*C0012674*<-C0022116<-C0030660<-C0039058"
"msh-umls","MayoSRS","C0011644","C0036421",0,0.472493,0.228469,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=C0011644->*C0000000*<-C0036421<-C0009782<-C0175166<-C0012674<-C1256741"
"msh-umls","MayoSRS","C0032285","C0332448",0,0,0.375288,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0020877","C0010346",0.718432,0.563705,0.606098,0.856082,0.2,0.164449,0.75,"C0017160|C0021831","C0017160","C0017160","C0017160=C0020877->C0014335->*C0017160*<-C0010346<-C0021390|C0021831=C0020877->C0014335->*C0021831*<-C0010346<-C0021390"
"msh-umls","MayoSRS","C0030472","C1306459",0,0,0.388941,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0003873","C1396859",0,0,0.367136,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0027540","C1547030",0,0,0.374102,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0011991","C0009319",0.267987,0.404365,0.325088,0.386891,0.111111,0.045368,0.428571,"C0012674","C0012674","C0012674","C0012674=C0011991->C0037089->C0037088->C0039058->*C0012674*<-C0009319<-C0017160<-C0017178<-C0012242"
"msh-umls","MayoSRS","C0013395","C0030920",0.25507,0.436295,0.318727,0.379678,0.125,0.044064,0.461538,"C0012674","C0012674","C0012674","C0012674=C0013395->C0037089->C0037088->C0039058->*C0012674*<-C0030920<-C0017178<-C0012242"
"msh-umls","MayoSRS","C0009676","C0011253",0.437893,0.514281,0.390667,0.567063,0.166667,0.061273,0.615385,"C0004928","C0004928","C0004928","C0004928=C0009676->C0525041->*C0004928*<-C0011253<-C0004941<-C0004927"
"msh-umls","MayoSRS","C0018524","C0033975",0.341044,0.436295,0.369465,0.493617,0.125,0.055599,0.461538,"C1256749","C1256749","C1256749","C1256749=C0018524->C0030975->C0525041->C0004928->*C1256749*<-C0033975<-C0525046<-C0004936"
"msh-umls","MayoSRS","C0038362","C0149745",0.628417,0.702183,0.488927,0.731123,0.333333,0.096124,0.833333,"C0026636","C0026636","C0026636","C0026636=C0038362->*C0026636*<-C0149745"
"msh-umls","MayoSRS","C0034065","C0032285",0.696399,0.702183,0.527948,0.774332,0.333333,0.114946,0.833333,"C0024115","C0024115","C0024115","C0024115=C0034065->*C0024115*<-C0032285"
"msh-umls","MayoSRS","C0003873","C0003904",0.017923,0.404365,0.23138,0.057363,0.111111,0.029529,0.333333,"C1256741","C1256741","C1256741","C1256741=C0003873->C0004364->C0021053->C0012674->*C1256741*<-C0003904<-C0524852<-C0543467<-C0002784"
"msh-umls","MayoSRS","C1533685","C1253936",0.015581,0.375804,0.235341,0.058383,0.1,0.03007,0.307692,"C1256741","C1256741","C1256741","C1256741=C1533685->C0013153->C0013216->C0039796->C0002784->*C1256741*<-C1253936<-C0022408<-C0026857<-C0012674"
"msh-umls","MayoSRS","C0042164","C0019740",0.015641,0.304681,0.240273,0.059678,0.076923,0.030757,0.25,"C1256741","C1256741","C1256741","C1256741=C0042164->C0042161->C0015397->C0012674->*C1256741*<-C0019740<-C0019737<-C0019629<-C0025248<-C0017968<-C0017906<-C0007004<-C0007995"
"msh-umls","MayoSRS","C0042384","C0040053",0.668292,0.624196,0.543688,0.768936,0.25,0.123543,0.769231,"C0042373","C0042373","C0042373","C0042373=C0042384->*C0042373*<-C0040053<-C0085307"
"msh-umls","MayoSRS","C0243026","C0020649",0.270451,0.472493,0.323072,0.384598,0.142857,0.044951,0.5,"C0012674","C0012674","C0012674","C0012674=C0243026->C0021311->C0004615->*C0012674*<-C0020649<-C0042373<-C0007222"
"msh-umls","MayoSRS","C0042109","C0277942",0,0,0.367625,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0017196","C0162429",0.017215,0.404365,0.241384,0.059974,0.111111,0.030914,0.333333,"C1256741","C1256741","C1256741","C1256741=C0017196->C0029473->C0543467->C0002784->*C1256741*<-C0162429<-C0028709<-C0028715<-C0012674"
"msh-umls","MayoSRS","C0013604","C0017654",0.017582,0.404365,0.231435,0.057377,0.111111,0.029536,0.333333,"C1256741","C1256741","C1256741","C1256741=C0013604->C0037088->C0039058->C0012674->*C1256741*<-C0017654<-C0042031<-C0035153<-C2930671"
"msh-umls","MayoSRS","C0009378","C0032584",0.017015,0.349966,0.22811,0.056534,0.090909,0.029089,0.285714,"C1256741","C1256741","C1256741","C1256741=C0009378->C0079278->C0079277->C0038898->C0543467->C0002784->*C1256741*<-C0032584<-C0752135<-C0039058<-C0012674"
"msh-umls","MayoSRS","C0010137","C1563292",0,0,0.369461,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0003507","C0006660",0.016556,0.349966,0.232186,0.057569,0.090909,0.029638,0.285714,"C1256741","C1256741","C1256741","C1256741=C0003507->C0042512->C0018799->C0007222->C0012674->*C1256741*<-C0006660<-C0018271<-C0031845<-C2350828<-C2930671"
"msh-umls","MayoSRS","C0024530","C0002438",0.803414,0.702183,0.585784,0.83154,0.333333,0.149831,0.833333,"C0033740","C0033740","C0033740","C0033740=C0024530->*C0033740*<-C0002438"
"msh-umls","MayoSRS","C0442874","C0522224",0,0,0.394347,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0036572","C0018681",0.640949,0.624196,0.437055,0.635909,0.25,0.075786,0.8,"C0027854","C0027854","C0027854","C0027854=C0036572->*C0027854*<-C0018681<-C0030193"
"msh-umls","MayoSRS","C0333997","C0043352",0,0,0.359879,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0036202","C0042866",0.017734,0.349966,0.257036,0.06429,0.090909,0.033213,0.285714,"C1256741","C1256741","C1256741","C1256741=C0036202->C0024314->C0021070->C0021053->C0012674->*C1256741*<-C0042866<-C0036532<-C0038317<-C0032456<-C0007995"
"msh-umls","MayoSRS","C0023223","C0042345",0.244601,0.436295,0.316212,0.376843,0.125,0.043559,0.461538,"C0012674","C0012674","C0012674","C0012674=C0023223->C0037299->C0037274->C0175166->*C0012674*<-C0042345<-C0042373<-C0007222"
"msh-umls","MayoSRS","C0080331","C0432601",0,0,0.359168,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0030326","C0023798",0.221322,0.404365,0.327487,0.389627,0.111111,0.045869,0.428571,"C0012674","C0012674","C0012674","C0012674=C0030326->C0009782->C0175166->*C0012674*<-C0023798<-C0206631<-C0206765<-C0027652<-C0027651"
"msh-umls","MayoSRS","C0003811","C0026264",0.019037,0.375804,0.242265,0.060209,0.1,0.031039,0.307692,"C1256741","C1256741","C1256741","C1256741=C0003811->C0030660->C0039058->C0012674->*C1256741*<-C0026264<-C0018826<-C0018787<-C0007226<-C0002807"
"msh-umls","MayoSRS","C0019054","C1561562",0,0,0.35924,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0013378","C0011167",0.013308,0.326379,0.225146,0.055793,0.083333,0.028697,0.266667,"C0000000|C1256741","C1256741","C1256741","C0000000=C0013378->C0039338->C0036659->C0027854->C0422837->*C0000000*<-C0011167<-C1720892<-C0012244<-C2350515<-C2930671<-C1256741|C1256741=C0013378->C0039338->C0036659->C0027854->C0027765->C0012674->*C1256741*<-C0011167<-C1720892<-C0012244<-C2350515<-C2930671"
"msh-umls","MayoSRS","C0013394","C0029965",0,0,0.365857,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0030842","C0020517",0.02121,0.404365,0.278164,0.070596,0.111111,0.036589,0.333333,"C1256741","C1256741","C1256741","C1256741=C0030842->C0282215->C0038776->C0021521->C0007995->*C1256741*<-C0020517<-C0021053<-C0012674"
"msh-umls","MayoSRS","C0023418","C0038250",0.021281,0.436295,0.266956,0.06718,0.125,0.034758,0.363636,"C1256741","C1256741","C1256741","C1256741=C0023418->C0027652->C0027651->C0012674->*C1256741*<-C0038250<-C0007634<-C0002807"
"msh-umls","MayoSRS","C0376358","C0001109",0,0.284591,0.23822,0.059136,0.071429,0.030469,0.235294,"C1256741","C1256741","C1256741","C1256741=C0376358->C0033578->C0017417->C0017412->C1720894->C0012674->*C1256741*<-C0001109<-C0031678<-C0014894<-C0020289<-C0014442<-C1258127<-C0007995"
"msh-umls","MayoSRS","C0224498","C0029408",0,0,0.36559,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0037473","C0024485",0.02104,0.349966,0.237301,0.058894,0.090909,0.030341,0.285714,"C1256741","C1256741","C1256741","C1256741=C0037473->C0025554->C0025552->C0021521->C0007995->*C1256741*<-C0024485<-C0011923<-C0525034<-C0011900<-C0002784"
"msh-umls","MayoSRS","C0033706","C0039142",0.015359,0.436295,0.241408,0.05998,0.125,0.030917,0.363636,"C1256741","C1256741","C1256741","C1256741=C0033706->C0014436->C1258127->C0007995->*C1256741*<-C0039142<-C0014674<-C0002784"
"msh-umls","MayoSRS","C0026764","C0011581",0.018346,0.375804,0.232604,0.057677,0.1,0.029695,0.307692,"C1256741","C1256741","C1256741","C1256741=C0026764->C0030489->C0021070->C0021053->C0012674->*C1256741*<-C0011581<-C0525045<-C0004936<-C1256749"
"msh-umls","MayoSRS","C0011849","C0035450",0.246777,0.472493,0.334211,0.39734,0.142857,0.047305,0.5,"C0012674","C0012674","C0012674","C0012674=C0011849->C0014130->*C0012674*<-C0035450<-C0003873<-C0004364<-C0021053"
"msh-umls","MayoSRS","C0220982","C0409974",0,0,1,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0040583","C0007102",0,0.349966,0.313173,0.373431,0.090909,0.042957,0.375,"C0012674","C0012674","C0012674","C0012674=C0040583->C0040580->C0035242->*C0012674*<-C0007102<-C0009375<-C0009404<-C0021841<-C0017185<-C0017178<-C0012242"
"msh-umls","MayoSRS","C0037199","C0442041",0,0,0.363957,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0267809","C0376180",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0018801","C0033975",0.01858,0.404365,0.239976,0.059599,0.111111,0.030715,0.333333,"C1256741","C1256741","C1256741","C1256741=C0018801->C0018799->C0007222->C0012674->*C1256741*<-C0033975<-C0525046<-C0004936<-C1256749"
"msh-umls","MayoSRS","C0034887","C0023055",0,0,0.36004,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0162595","C0702166",0,0,0.360225,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0233651","C1527356",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0005587","C0232208",0,0,1,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0026269","C0030920",0.265395,0.436295,0.318727,0.379678,0.125,0.044064,0.461538,"C0012674","C0012674","C0012674","C0012674=C0026269->C0018824->C0018799->C0007222->*C0012674*<-C0030920<-C0017178<-C0012242"
"msh-umls","MayoSRS","C0035222","C0007642",0.232968,0.472493,0.311912,0.37202,0.142857,0.042709,0.5,"C0012674","C0012674","C0012674","C0012674=C0035222->C0024115->C0035242->*C0012674*<-C0007642<-C0009782<-C0175166"
"msh-umls","MayoSRS","C0037926","C0886052",0,0,0.35924,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0158280","C0023891",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0241910","C0022876",0.223101,0.436295,0.311098,0.37111,0.125,0.04255,0.461538,"C0012674","C0012674","C0012674","C0012674=C0241910->C0004364->C0021053->*C0012674*<-C0022876<-C0022865<-C0032962<-C1720765"
"msh-umls","MayoSRS","C0917996","C0034065",0,0.472493,0.440551,0.663276,0.142857,0.07701,0.625,"C0042373","C0042373","C0042373","C0042373=C0917996->C0007766->C0002940->*C0042373*<-C0034065<-C0013922<-C0085307"
"msh-umls","MayoSRS","C0149925","C0011860",0.229308,0.404365,0.313173,0.373431,0.111111,0.042957,0.428571,"C0012674","C0012674","C0012674","C0012674=C0149925->C0007121->C0024121->C0035244->C0035242->*C0012674*<-C0011860<-C0011849<-C0014130"
"msh-umls","MayoSRS","C0018926","C0043352",0.220571,0.404365,0.311098,0.37111,0.111111,0.04255,0.428571,"C0012674","C0012674","C0012674","C0012674=C0018926->C0017181->C0017178->C0012242->*C0012674*<-C0043352<-C0036093<-C0026636<-C0038368"
"msh-umls","MayoSRS","C0010043","C0011127",0.224267,0.436295,0.310587,0.370539,0.125,0.042451,0.461538,"C0012674","C0012674","C0012674","C0012674=C0010043->C0015403->C0015397->*C0012674*<-C0011127<-C0037299<-C0037274<-C0175166"
"msh-umls","MayoSRS","C0013404","C0231528",0,0,0.361007,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0024117","C0018520",0.216689,0.404365,0.312682,0.372881,0.111111,0.04286,0.428571,"C0012674","C0012674","C0012674","C0012674=C0024117->C0600260->C0024115->C0035242->*C0012674*<-C0018520<-C0037089<-C0037088<-C0039058"
"msh-umls","MayoSRS","C0029408","C0392525",0.254311,0.436295,0.318161,0.379039,0.125,0.04395,0.461538,"C0012674","C0012674","C0012674","C0012674=C0029408->C0035435->C0026857->*C0012674*<-C0392525<-C0022658<-C0042075<-C1720894"
"msh-umls","MayoSRS","C0262538","C0040479",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0034069","C0003615",0.243765,0.436295,0.314258,0.374648,0.125,0.043171,0.461538,"C0012674","C0012674","C0012674","C0012674=C0034069->C0024115->C0035242->*C0012674*<-C0003615<-C0017160<-C0017178<-C0012242"
"msh-umls","MayoSRS","C0007286","C0549493",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","MayoSRS","C0041834","C0029456",0.257979,0.436295,0.339038,0.402916,0.125,0.048363,0.461538,"C0012674","C0012674","C0012674","C0012674=C0041834->C0037274->C0175166->*C0012674*<-C0029456<-C0005944<-C0005940<-C0026857"
"msh-umls","UMNSRS_similarity","C0017601","C0232197",0,0,0.379853,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0006949","C0031507",0.754907,0.702183,0.501606,0.728797,0.333333,0.101875,0.888889,"C0003286","C0003286","C0003286","C0003286=C0006949->*C0003286*<-C0031507"
"msh-umls","UMNSRS_similarity","C0878544","C0000970",0.017589,0.349966,0.263176,0.066064,0.090909,0.034161,0.285714,"C0000000|C1256741","C1256741","C1256741","C0000000=C0878544->C0018799->C0007222->C0012674->C1256741->*C0000000*<-C0000970<-C0003419<-C1258063<-C0600511<-C0600512|C1256741=C0878544->C0018799->C0007222->C0012674->*C1256741*<-C0000970<-C0003419<-C1258063<-C0600511<-C0600505<-C0007995"
"msh-umls","UMNSRS_similarity","C0019340","C0020550",0,0,0.364483,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0036494","C0027497",0,0.563705,0.382058,0.551323,0.2,0.058902,0.714286,"C0037088","C0037088","C0037088","C0037088=C0036494->C0026603->*C0037088*<-C0027497<-C0037089"
"msh-umls","UMNSRS_similarity","C0009186","C0019655",0.693104,0.702183,0.54166,0.800682,0.333333,0.1224,0.833333,"C0026946","C0026946","C0026946","C0026946=C0009186->*C0026946*<-C0019655"
"msh-umls","UMNSRS_similarity","C0002962","C0070166",0,0.404365,0.215067,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=C0002962->C0008031->C0030193->C0027854->C0422837->*C0000000*<-C0070166<-C0032177<-C0032188"
"msh-umls","UMNSRS_similarity","C0061851","C0022046",0.538357,0.563705,0.374775,0.535334,0.2,0.056969,0.8,"C0017173|C0007680|C0004382","C0017173","C0017173","C0007680=C0061851->C0003297->*C0007680*<-C0022046<-C0013973|C0017173=C0061851->C0003297->*C0017173*<-C0022046<-C0013973|C0004382=C0061851->C0003297->*C0004382*<-C0022046<-C0013973"
"msh-umls","UMNSRS_similarity","C0036572","C0021641",0,0.404365,0.248307,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=C0036572->C0027854->C0422837->*C0000000*<-C0021641<-C0020616<-C1258063<-C0600511<-C0600512"
"msh-umls","UMNSRS_similarity","C0036690","C0013404",0,0,0.361007,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0028738","C0021167",0,0,0.385261,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0036494","C0001962",0,0.375804,0.266937,0.067174,0.1,0.034754,0.307692,"C1256741","C1256741","C1256741","C1256741=C0036494->C0026603->C0037088->C0039058->C0012674->*C1256741*<-C0001962<-C0001975<-C0029224<-C0007995"
"msh-umls","UMNSRS_similarity","C0013456","C0034880",0.586651,0.624196,0.454701,0.689486,0.25,0.08217,0.769231,"C0013447","C0013447","C0013447","C0013447=C0013456->*C0013447*<-C0034880<-C0260662"
"msh-umls","UMNSRS_similarity","C0032064","C0008402",0.014351,0.284591,0.227391,0.056353,0.071429,0.028994,0.235294,"C1256741","C1256741","C1256741","C1256741=C0032064->C0043407->C0014347->C0085423->C0004623->C0004615->C0012674->*C1256741*<-C0008402<-C0032604<-C0032167<-C0032521<-C1449655<-C0007995"
"msh-umls","UMNSRS_similarity","C0001367","C0209227",0.554399,0.702183,0.43936,0.632002,0.333333,0.076591,0.888889,"C0003451","C0003451","C0003451","C0003451=C0001367->*C0003451*<-C0209227"
"msh-umls","UMNSRS_similarity","C0027497","C0027498",0,0,0.361861,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0162275","C0159075",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0009951","C0001962",0,0.375804,0.266937,0.067174,0.1,0.034754,0.307692,"C0000000|C1256741","C1256741","C1256741","C0000000=C0009951->C0036572->C0027854->C0422837->*C0000000*<-C0001962<-C0001975<-C0029224<-C0007995<-C1256741|C1256741=C0009951->C0036572->C0027854->C0027765->C0012674->*C1256741*<-C0001962<-C0001975<-C0029224<-C0007995"
"msh-umls","UMNSRS_similarity","C0242723","C0024530",0.666604,0.624196,0.482116,0.722687,0.25,0.09317,0.727273,"C0030499","C0030499","C0030499","C0030499=C0242723->*C0030499*<-C0024530<-C0033740"
"msh-umls","UMNSRS_similarity","C0033687","C0011847",0,0,0.362477,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0017160","C0086073",0,0.404365,0.229887,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=C0017160->C0017178->C0012242->C0012674->C1256741->*C0000000*<-C0086073<-C0012694<-C0010347"
"msh-umls","UMNSRS_similarity","C0020639","C0020175",0.014751,0.375804,0.226152,0.056043,0.1,0.02883,0.307692,"C1256741","C1256741","C1256741","C1256741=C0020639->C0005830->C0018939->C0018981->C0012674->*C1256741*<-C0020175<-C1720791<-C2350828<-C2930671"
"msh-umls","UMNSRS_similarity","C0213771","C0073992",0.558381,0.702183,0.442451,0.668332,0.333333,0.077684,0.9,"C0006280","C0006280","C0006280","C0006280=C0213771->*C0006280*<-C0073992"
"msh-umls","UMNSRS_similarity","C0162275","C0016410",0,0.304681,0.248202,0.061818,0.076923,0.031895,0.25,"C1256741","C1256741","C1256741","C1256741=C0162275->C0022638->C0001122->C0001118->C0025517->C0028715->C0012674->*C1256741*<-C0016410<-C0033992<-C1571592<-C0005515<-C0007995"
"msh-umls","UMNSRS_similarity","C0021641","C0017687",0.788362,0.563705,0.474053,0.669645,0.2,0.08979,0.75,"C0033665","C0033665","C0033665","C0033665=C0021641->C0033362->*C0033665*<-C0017687<-C0072092"
"msh-umls","UMNSRS_similarity","C0086543","C0043144",0,0.404365,0.345755,0.410728,0.111111,0.049875,0.428571,"C0012674","C0012674","C0012674","C0012674=C0086543->C0023308->C0015397->*C0012674*<-C0043144<-C0035234<-C0037090<-C0037088<-C0039058"
"msh-umls","UMNSRS_similarity","C0025605","C0040610",0.719718,0.702183,0.526756,0.761982,0.333333,0.114319,0.909091,"C0002772|C0027415","C0027415","C0027415","C0027415=C0025605->*C0027415*<-C0040610|C0002772=C0025605->*C0002772*<-C0040610"
"msh-umls","UMNSRS_similarity","C0011847","C0033860",0,0,0.36365,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0948786","C0030232",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0232471","C0016860",0,0,0.366015,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0031763","C0003564",0,0.514281,0.232022,0,0.166667,0,0.285714,"C0000000","C0000000","C0000000","C0000000=C0031763->*C0000000*<-C0003564<-C0042940<-C0027854<-C0422837"
"msh-umls","UMNSRS_similarity","C0032617","C0159075",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0033860","C0025287",0.208828,0.436295,0.314108,0.37448,0.125,0.043141,0.461538,"C0012674","C0012674","C0012674","C0012674=C0033860->C0162818->C0037274->C0175166->*C0012674*<-C0025287<-C0027854<-C0027765"
"msh-umls","UMNSRS_similarity","C0042755","C0013132",0,0,0.370866,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0009421","C0019158",0.276268,0.375804,0.329117,0.391491,0.1,0.046213,0.4,"C0012674","C0012674","C0012674","C0012674=C0009421->C0041657->C0009792->C0525041->C0027854->C0027765->*C0012674*<-C0019158<-C0023895<-C0012242"
"msh-umls","UMNSRS_similarity","C0917801","C0085631",0,0.436295,0.401879,0.594913,0.125,0.064503,0.631579,"C0027854","C0027854","C0027854","C0027854=C0917801->C0021603->C0752287->C0700201->C0851578->*C0027854*<-C0085631<-C0013384"
"msh-umls","UMNSRS_similarity","C0442874","C0025598",0,0,0.366556,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0033860","C0003864",0.288317,0.436295,0.342999,0.407516,0.125,0.049249,0.461538,"C0012674","C0012674","C0012674","C0012674=C0033860->C0162818->C0037274->C0175166->*C0012674*<-C0003864<-C0022408<-C0026857"
"msh-umls","UMNSRS_similarity","C0041296","C0149651",0,0,0.382948,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0028754","C0011847",0,0,0.36266,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0040038","C0019079",0.241429,0.436295,0.326631,0.38865,0.125,0.04569,0.461538,"C0012674","C0012674","C0012674","C0012674=C0040038->C0085307->C0042373->C0007222->*C0012674*<-C0019079<-C0024115<-C0035242"
"msh-umls","UMNSRS_similarity","C0032285","C0007561",0.016635,0.326379,0.237799,0.059025,0.083333,0.03041,0.266667,"C0000000|C1256741","C1256741","C1256741","C0000000=C0032285->C0024115->C0035242->C0012674->C1256741->*C0000000*<-C0007561<-C0279516<-C0003204<-C1258064<-C0600511<-C0600512|C1256741=C0032285->C0024115->C0035242->C0012674->*C1256741*<-C0007561<-C0279516<-C0003204<-C1258064<-C0600511<-C0600505<-C0007995"
"msh-umls","UMNSRS_similarity","C0114873","C0076107",0.819489,0.702183,0.72914,0.926369,0.333333,0.289014,0.923077,"C0304512|C0032912","C0032912","C0032912","C0304512=C0114873->*C0304512*<-C0076107|C0032912=C0114873->*C0032912*<-C0076107"
