sct	MiniMayoSRS	Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	RADA	INTRINSIC_RADA	JACCARD	SOKAL	lcs(s)	corpus lcs	intrinsic lcs	paths
sct-msh	UMNSRS_similarity	C0010137	C0001443	0.685414	0.274726	0.613659	0.250000	0.072101	0.951220	0.657310	0.442646	0.284230	C0002771		C0002771	C0002771=C0010137->C0003209->*C0002771*<-C0001443
sct-msh	UMNSRS_similarity	C0018681	C0000970	0.558422	0.037492	0.059766	0.142857	0.030506	0.914634	0.153730	0.030803	0.015643	C2720507		C2720507	C2720507=C0018681->C0030193->C0037088->*C2720507*<-C0000970<-C0003419<-C0013227
sct-msh	UMNSRS_similarity	C0003864	C0025587	0.750696	0.324212	0.679556	0.333333	0.086271	0.963415	0.717971	0.514642	0.346477	C0022408		C0022408	C0022408=C0003864->*C0022408*<-C0025587
sct-msh	UMNSRS_similarity	C0041834	C0040822	0.634776	0.107722	0.295257	0.200000	0.039352	0.939024	0.349961	0.173197	0.094809	C0037088		C0037088	C0037088=C0041834->*C0037088*<-C0040822<-C0013384<-C1290906
sct-msh	UMNSRS_similarity	C0028754	C0037384	0.634776	0.083619	0.276718	0.200000	0.036059	0.939024	0.288165	0.160576	0.087297	C0037088		C0037088	C0037088=C0028754->C0012634->*C0037088*<-C0037384<-C0037090
sct-msh	UMNSRS_similarity	C0013404	C0010520	0.685414	0.105898	0.293827	0.250000	0.039093	0.951220	0.345472	0.172214	0.094220	C0037088		C0037088	C0037088=C0013404->C0037090->*C0037088*<-C0010520
sct-msh	UMNSRS_similarity	C0041948	C0027497	0.593403	0.097083	0.286977	0.166667	0.037863	0.926829	0.323349	0.167527	0.091421	C0037088		C0037088	C0037088=C0041948->C0025517->C0012634->*C0037088*<-C0027497<-C0037089
sct-msh	UMNSRS_similarity	C0242453	C0392071	0.750696	0.571835	0.900796	0.333333	0.211732	0.963415	0.900864	0.819498	0.694194	C0033575		C0033575	C0033575=C0242453->*C0033575*<-C0392071
sct-msh	UMNSRS_similarity	C0019045	C0030193	0.593403	0.148326	0.328220	0.166667	0.045594	0.926829	0.442595	0.196330	0.108850	C0037088		C0037088	C0037088=C0019045->C0018939->C1533163->C0012634->*C0037088*<-C0030193
sct-msh	UMNSRS_similarity	C0009421	C0020456	0.593403	0.013303	0.000000	0.166667	0.000000	0.926829	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0009421->C0041657->C0221540->*C0000000*<-C0020456<-C0029481
sct-msh	UMNSRS_similarity	C1883552	C0013911	0.501392	0.000069	0.000000	0.111111	0.000000	0.890244	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C1883552->C0442795->C0442719->C1285164->C2720507->*C0000000*<-C0013911<-C0043096<-C0159043
sct-msh	UMNSRS_similarity	C0232471	C0020175	0.000000	0.180151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh	UMNSRS_similarity	C0013404	C0213771	0.528120	0.019028	0.056005	0.125000	0.028530	0.902439	0.093295	0.028809	0.014615	C2720507		C2720507	C2720507=C0013404->C0037090->C0037088->*C2720507*<-C0213771<-C0006280<-C0282686<-C0013227
sct-msh	UMNSRS_similarity	C0242339	C0032143	0.477483	0.033456	0.063812	0.100000	0.030063	0.878049	0.140863	0.032957	0.016755	C2720507|C1256741		C1256741	C2720507=C0242339->C0268195->C0025517->C0012634->C0037088->*C2720507*<-C0032143<-C0016018<-C0007220<-C0013227|C1256741=C0242339->C0268195->C0025517->C0028715->C0012674->*C1256741*<-C0032143<-C0005789<-C0005515<-C0007995
sct-msh	UMNSRS_similarity	C0023530	C0220892	0.436110	0.013506	0.059504	0.083333	0.027965	0.853659	0.074420	0.030664	0.015571	C0000000|C2720507|C1256741		C1256741	C0000000=C0023530->C0580531->C0159073->*C0000000*<-C0220892<-C0030842<-C0026458<-C0279516<-C0003204<-C0013227<-C2720507|C2720507=C0023530->C0023510->C0018939->C1285556->C1298232->*C2720507*<-C0220892<-C0030842<-C0026458<-C0279516<-C0003204<-C0013227|C1256741=C0023530->C0023510->C0018939->C0018981->C0012674->*C1256741*<-C0220892<-C0030842<-C0282215<-C0038776<-C0021521<-C0007995
sct-msh	UMNSRS_similarity	C0025289	C0025287	0.750696	0.485135	0.846237	0.333333	0.154619	0.963415	0.854410	0.733458	0.579103	C0154728		C0154728	C0154728=C0025289->*C0154728*<-C0025287
sct-msh	UMNSRS_similarity	C1883552	C0017687	0.528120	0.022122	0.056619	0.125000	0.028852	0.902439	0.103707	0.029134	0.014783	C2720507		C2720507	C2720507=C1883552->C0442795->C0442719->C1285164->*C2720507*<-C0017687<-C0017173<-C0013227
sct-msh	UMNSRS_similarity	C0009806	C0042523	0.528120	0.024333	0.057062	0.125000	0.029084	0.902439	0.111073	0.029369	0.014903	C0000000|C2720507		C2720507	C0000000=C0009806->C0016807->C0021831->C0266806->*C0000000*<-C0042523<-C0042402<-C0042394|C2720507=C0009806->C0037089->C0037088->*C2720507*<-C0042523<-C0006684<-C0007220<-C0013227
sct-msh	UMNSRS_similarity	C0232197	C0004147	0.455855	0.015807	0.059986	0.090909	0.028199	0.865854	0.082328	0.030920	0.015703	C2720507|C1256741		C1256741	C2720507=C0232197->C0003811->C0030660->C1444750->C0449234->C0332280->*C2720507*<-C0004147<-C0003364<-C0007220<-C0013227|C1256741=C0232197->C0003811->C0030660->C0039058->C0012674->*C1256741*<-C0004147<-C0003364<-C0007220<-C0013227<-C0007995
sct-msh	UMNSRS_similarity	C0018021	C0042384	0.593403	0.192137	0.468872	0.166667	0.053443	0.926829	0.528374	0.306226	0.180795	C0263978		C0263978	C0263978=C0018021->C0040128->C0558385->*C0263978*<-C0042384<-C0042373
sct-msh	UMNSRS_similarity	C0028734	C0004899	0.501392	-0.007248	0.000000	0.111111	0.000000	0.890244	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0028734->C0574785->C0159064->*C0000000*<-C0004899<-C0021267<-C0039426<-C1256750<-C1256741
sct-msh	UMNSRS_similarity	C0020550	C0029456	0.593403	0.216919	0.546091	0.166667	0.058468	0.926829	0.571193	0.375602	0.231225	C0026857		C0026857	C0026857=C0020550->C0040128->C0558385->*C0026857*<-C0029456<-C0005940
sct-msh	UMNSRS_similarity	C0242339	C0020473	0.842707	0.853032	0.978881	0.500000	0.586915	0.975610	0.981258	0.958636	0.920557	C0242339		C0242339	C0242339=C0242339*<-C0020473
sct-msh	UMNSRS_similarity	C0030232	C0948786	0.000000	0.184261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh	UMNSRS_similarity	C0393080	C0016365	0.685414	0.100016	0.311851	0.250000	0.038268	0.951220	0.330790	0.184729	0.101764	C1320237		C1320237	C1320237=C0393080->C0360380->*C1320237*<-C0016365
sct-msh	UMNSRS_similarity	C0019079	C0033603	0.528120	0.017820	0.055767	0.125000	0.028406	0.902439	0.089197	0.028684	0.014550	C2720507		C2720507	C2720507=C0019079->C0019080->C0037088->*C2720507*<-C0033603<-C0003295<-C0360293<-C0013227
sct-msh	UMNSRS_similarity	C0024902	C0013456	0.750696	0.385904	0.777641	0.333333	0.107897	0.963415	0.779834	0.636181	0.466470	C0030193		C0030193	C0030193=C0024902->*C0030193*<-C0013456
sct-msh	UMNSRS_similarity	C0034642	C0016860	0.501392	0.015292	0.055273	0.111111	0.028146	0.890244	0.080566	0.028422	0.014416	C2720507		C2720507	C2720507=C0034642->C0035234->C0037090->C0037088->*C2720507*<-C0016860<-C0012798<-C0007220<-C0013227
sct-msh	UMNSRS_similarity	C0002871	C0043031	0.501392	0.043959	0.061140	0.111111	0.031229	0.890244	0.173962	0.031534	0.016020	C2720507		C2720507	C2720507=C0002871->C0018939->C1285556->C1298232->*C2720507*<-C0043031<-C0035805<-C0031253<-C0013227
sct-msh	UMNSRS_similarity	C0023570	C0006982	0.750696	0.689530	0.942665	0.333333	0.324426	0.963415	0.944550	0.891548	0.804318	C0013036|C0003405|C0013023		C0013023	C0013036=C0023570->*C0013036*<-C0006982|C0003405=C0023570->*C0003405*<-C0006982|C0013023=C0023570->*C0013023*<-C0006982
sct-msh	UMNSRS_similarity	C0011603	C0995182	0.000000	0.260084	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh	UMNSRS_similarity	C0009187	C0025815	0.477483	0.034021	0.063938	0.100000	0.030124	0.878049	0.142678	0.033025	0.016790	C1256741		C1256741	C1256741=C0009187->C0033740->C0030499->C0012674->*C1256741*<-C0025815<-C0242912<-C0007680<-C0013227<-C0007995
sct-msh	UMNSRS_similarity	C0557875	C0751229	0.000000	0.180151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh	UMNSRS_similarity	C0032617	C0162275	0.685414	0.346483	0.739007	0.250000	0.093527	0.951220	0.741915	0.586052	0.414479	C0426391		C0426391	C0426391=C0032617->C0577197->*C0426391*<-C0162275
sct-msh	UMNSRS_similarity	C0040460	C0004134	0.593403	0.258508	0.619537	0.166667	0.067984	0.926829	0.634942	0.448789	0.289315	C0027854		C0027854	C0027854=C0040460->C0015468->C0030193->*C0027854*<-C0004134<-C0013384
sct-msh	UMNSRS_similarity	C0024730	C0000970	0.685414	0.109533	0.286634	0.250000	0.039611	0.951220	0.354391	0.167293	0.091282	C0013227		C0013227	C0013227=C0024730->*C0013227*<-C0000970<-C0003419
sct-msh	UMNSRS_similarity	C0029877	C0025287	0.593403	0.255391	0.616676	0.166667	0.067220	0.926829	0.630490	0.445792	0.286829	C0027854|C1285159		C0027854	C0027854=C0029877->C0013447->C0260662->C0036659->*C0027854*<-C0025287|C1285159=C0029877->C1285333->*C1285159*<-C0025287<-C0027854<-C0027765
sct-msh	UMNSRS_similarity	C0009024	C0085208	0.528120	0.013078	0.054843	0.125000	0.027921	0.902439	0.072940	0.028195	0.014299	C2720507		C2720507	C2720507=C0009024->C0427194->C1290906->C0037088->*C2720507*<-C0085208<-C1629845<-C0013227
sct-msh	UMNSRS_similarity	C0002871	C0070166	0.501392	0.040412	0.060383	0.111111	0.030830	0.890244	0.162923	0.031131	0.015812	C2720507		C2720507	C2720507=C0002871->C0018939->C1285556->C1298232->*C2720507*<-C0070166<-C0085826<-C0007220<-C0013227
sct-msh	UMNSRS_similarity	C0016157	C0074554	0.634776	0.446753	0.813091	0.200000	0.134532	0.939024	0.828696	0.685048	0.520969	C0003367		C0003367	C0003367=C0016157->C0354657->*C0003367*<-C0074554<-C0360714
sct-msh	UMNSRS_similarity	C0028734	C0001962	0.528120	0.052332	0.062965	0.125000	0.032192	0.902439	0.199459	0.032506	0.016521	C0000000|C2720507		C2720507	C0000000=C0028734->C0574785->C0159064->*C0000000*<-C0001962<-C0358214<-C0013227<-C2720507|C2720507=C0028734->C0574785->C0752303->C0037088->*C2720507*<-C0001962<-C0358214<-C0013227
sct-msh	UMNSRS_similarity	C1883552	C0010137	0.501392	0.017889	0.055781	0.111111	0.028413	0.890244	0.089433	0.028691	0.014554	C2720507		C2720507	C2720507=C1883552->C0442795->C0442719->C1285164->*C2720507*<-C0010137<-C0003209<-C0002771<-C0013227
sct-msh	UMNSRS_similarity	C0242339	C0009806	0.558422	0.108604	0.295950	0.142857	0.039478	0.914634	0.352122	0.173675	0.095095	C0037088		C0037088	C0037088=C0242339->C0268195->C0025517->C0012634->*C0037088*<-C0009806<-C0037089
sct-msh	UMNSRS_similarity	C0026946	C0242453	0.634776	0.028636	0.000000	0.200000	0.000000	0.939024	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0026946->C0029511->*C0000000*<-C0242453<-C1719540
sct-msh	UMNSRS_similarity	C0497327	C0995182	0.000000	0.195787	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh	UMNSRS_similarity	C0013369	C0116569	0.477483	-0.003176	0.000000	0.100000	0.000000	0.878049	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0013369->C0021831->C0266806->*C0000000*<-C0116569<-C0360701<-C0003195<-C0007220<-C0013227<-C2720507
sct-msh	UMNSRS_similarity	C0032064	C0006644	0.477483	0.007412	0.000000	0.100000	0.000000	0.878049	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0032064->C0043407->C0014347->C0374996->*C0000000*<-C0006644<-C0043314<-C0282686<-C0013227<-C2720507
sct-msh	UMNSRS_similarity	C0034494	C0947651	0.000000	0.180409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh	UMNSRS_similarity	C0021400	C0032285	0.750696	0.458950	0.820892	0.333333	0.140615	0.963415	0.837258	0.696197	0.533974	C0035243		C0035243	C0035243=C0021400->*C0035243*<-C0032285
sct-msh	UMNSRS_similarity	C0034494	C0234990	0.000000	0.180409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh	UMNSRS_similarity	C0070166	C0021641	0.685414	0.121021	0.329120	0.250000	0.041296	0.951220	0.381817	0.196974	0.109246	C1320237		C1320237	C1320237=C0070166->*C1320237*<-C0021641<-C1532645
sct-msh	UMNSRS_similarity	C0017536	C0233576	0.477483	0.008950	0.058560	0.100000	0.027507	0.878049	0.058560	0.030163	0.015312	C1256741		C1256741	C1256741=C0017536->C0021832->C0030499->C0012674->*C1256741*<-C0233576<-C0474393<-C0004927<-C0004928<-C1256749
sct-msh	UMNSRS_similarity	C0033860	C0004153	0.528120	0.125703	0.377600	0.125000	0.042003	0.902439	0.392669	0.232741	0.131696	C0012634		C0012634	C0012634=C0033860->C1960691->C1960690->C1719883->*C0012634*<-C0004153<-C0003850<-C1285162
sct-msh	UMNSRS_similarity	C0033497	C0085259	0.685414	0.111326	0.321081	0.250000	0.039870	0.951220	0.358746	0.191243	0.105732	C1320237		C1320237	C1320237=C0033497->C0001645->*C1320237*<-C0085259
sct-msh	UMNSRS_similarity	C0040460	C0076107	0.501392	-0.001485	0.000000	0.111111	0.000000	0.890244	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0040460->C1704330->C0266806->*C0000000*<-C0076107<-C0304512<-C0001641<-C0042402<-C0042394
sct-msh	UMNSRS_similarity	C0011633	C0026848	0.750696	0.531087	0.863740	0.333333	0.182652	0.963415	0.880841	0.760161	0.613113	C0026848		C0026848	C0026848=C0011633->C0027121->*C0026848
sct-msh	UMNSRS_similarity	C0038187	C0008838	0.558422	0.016189	0.000000	0.142857	0.000000	0.914634	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0038187->C0015619->*C0000000*<-C0008838<-C0003392<-C0013227<-C2720507
sct-msh	UMNSRS_similarity	C0003128	C0002453	0.634776	0.424544	0.808946	0.200000	0.124124	0.939024	0.812097	0.679185	0.514217	C1291681		C1291681	C1291681=C0003128->*C1291681*<-C0002453<-C1298762<-C0567297
sct-msh	UMNSRS_similarity	C0001824	C0002871	0.634776	0.350671	0.716216	0.200000	0.094958	0.939024	0.746206	0.557894	0.386861	C0018939		C0018939	C0018939=C0001824->C0023530->C0023510->*C0018939*<-C0002871
sct-msh	UMNSRS_similarity	C0040485	C0037763	0.750696	0.625180	0.915764	0.333333	0.256914	0.963415	0.922981	0.844618	0.731029	C0037763		C0037763	C0037763=C0040485->C0009917->*C0037763
sct-msh	UMNSRS_similarity	C0557875	C0042523	0.558422	0.006352	0.000000	0.142857	0.000000	0.914634	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0557875->C0015672->C0695252->*C0000000*<-C0042523<-C0042402<-C0042394
sct-msh	UMNSRS_similarity	C0357929	C0005740	0.634776	0.102982	0.281606	0.200000	0.038682	0.939024	0.338231	0.163877	0.089252	C0013227		C0013227	C0013227=C0357929->*C0013227*<-C0005740<-C0003236<-C0003392
sct-msh	UMNSRS_similarity	C0018995	C0025023	0.455855	0.013013	0.054831	0.090909	0.027915	0.865854	0.072716	0.028188	0.014296	C0000000|C2720507		C2720507	C0000000=C0018995->C0025534->C0025521->C0019247->C0277538->*C0000000*<-C0025023<-C0003391<-C0031253<-C0013227<-C2720507|C2720507=C0018995->C0025534->C0025521->C0025517->C0012634->C0037088->*C2720507*<-C0025023<-C0003391<-C0031253<-C0013227
sct-msh	UMNSRS_similarity	C0003128	C0006982	0.501392	-0.004654	0.000000	0.111111	0.000000	0.890244	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0003128->C0029928->C1302710->C0277538->*C0000000*<-C0006982<-C0014432<-C0013227<-C2720507
sct-msh	UMNSRS_similarity	C0231451	C0004899	0.528120	-0.007248	0.000000	0.125000	0.000000	0.902439	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0231451->C0869063->*C0000000*<-C0004899<-C0021267<-C0039426<-C1256750<-C1256741
sct-msh	UMNSRS_similarity	C0001927	C0073992	0.842707	0.846526	0.979465	0.500000	0.573233	0.975610	0.980175	0.959756	0.922626	C0001927		C0001927	C0001927=C0001927*<-C0073992
sct-msh	UMNSRS_similarity	C0003864	C0002726	0.593403	0.192117	0.430113	0.166667	0.053440	0.926829	0.528339	0.273977	0.158733	C0159135		C0159135	C0159135=C0003864->C1285339->C1285333->*C0159135*<-C0002726<-C1285162
sct-msh	UMNSRS_similarity	C0010520	C0014563	0.558422	0.034029	0.059042	0.142857	0.030125	0.914634	0.142702	0.030419	0.015445	C2720507		C2720507	C2720507=C0010520->C0037088->*C2720507*<-C0014563<-C0042397<-C0007220<-C0013227
sct-msh	UMNSRS_similarity	C0015620	C0034665	0.750696	0.599078	0.909504	0.333333	0.233715	0.963415	0.912693	0.834027	0.715306	C0019593|C0003216		C0019593	C0003216=C0015620->*C0003216*<-C0034665|C0019593=C0015620->*C0019593*<-C0034665
sct-msh	UMNSRS_similarity	C0014544	C0022116	0.558422	0.155373	0.392552	0.142857	0.046774	0.914634	0.457329	0.244208	0.139087	C0030660|C1290906|C0039058		C0030660	C1290906=C0014544->C0036572->C0730595->*C1290906*<-C0022116<-C1276288<-C0425560|C0039058=C0014544->C0036572->C0027854->C0037088->*C0039058*<-C0022116<-C0030660|C0030660=C0014544->C0006111->C1302710->C1290853->C0012634->*C0030660*<-C0022116
sct-msh	UMNSRS_similarity	C0007297	C0027497	0.750696	0.755541	0.960522	0.333333	0.412156	0.963415	0.962021	0.924042	0.858808	C0027497		C0027497	C0027497=C0007297->C0026603->*C0027497
sct-msh	UMNSRS_similarity	C0232197	C0878544	0.685414	0.400749	0.768659	0.250000	0.113864	0.951220	0.792767	0.624245	0.453748	C0018799		C0018799	C0018799=C0232197->C0264886->*C0018799*<-C0878544
sct-msh	UMNSRS_similarity	C0043528	C0032064	0.634776	0.316599	0.705994	0.200000	0.083923	0.939024	0.709332	0.545588	0.375126	C0030499		C0030499	C0030499=C0043528->*C0030499*<-C0032064<-C0043407<-C0153328
sct-msh	UMNSRS_similarity	C0025287	C0001367	0.528120	0.025605	0.057318	0.125000	0.029219	0.902439	0.115288	0.029504	0.014973	C2720507		C2720507	C2720507=C0025287->C0027854->C0037088->*C2720507*<-C0001367<-C0304685<-C0973585<-C0013227
sct-msh	UMNSRS_similarity	C0000786	C0023860	0.528120	0.160508	0.409111	0.125000	0.047653	0.902439	0.467829	0.257159	0.147552	C0012634|C0000000|C0012674		C0012634	C0012674=C0000786->C0032962->C1720765->*C0012674*<-C0023860<-C0085426<-C0004623<-C0004615|C0000000=C0000786->C0032962->C0178292->C0156772->*C0000000*<-C0023860<-C1299528<-C0029748|C0012634=C0000786->C0032962->C0151864->*C0012634*<-C0023860<-C0085426<-C0004623<-C0009450
sct-msh	UMNSRS_similarity	C0013404	C0085631	0.634776	0.004426	0.000000	0.200000	0.000000	0.939024	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0013404->C0029601->*C0000000*<-C0085631<-C0302371
sct-msh	UMNSRS_similarity	C0014038	C0018681	0.634776	0.190865	0.486277	0.200000	0.053198	0.939024	0.526072	0.321246	0.191360	C1320354		C1320354	C1320354=C0014038->C1285337->C1290856->*C1320354*<-C0018681
sct-msh	UMNSRS_similarity	C0014544	C0246719	0.501392	0.029461	0.058101	0.111111	0.029630	0.890244	0.127940	0.029920	0.015187	C2720507		C2720507	C2720507=C0014544->C0036572->C0027854->C0037088->*C2720507*<-C0246719<-C0012544<-C0521941<-C0013227
sct-msh-csp-aod	MayoSRS	C0311394	C0231685	0.762461	0.728782	0.954842	0.333333	0.373970	0.970588	0.955457	0.913586	0.840919	C0575081		C0575081	C0575081=C0311394->*C0575081*<-C0231685
sct-msh-csp-aod	MayoSRS	C0035450	C0034079	0.000000	0.177001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	MayoSRS	C0409162	C0333286	0.502141	0.010174	0.054352	0.100000	0.027608	0.901961	0.062832	0.027935	0.014165	C2720507		C2720507	C2720507=C0409162->C2315138->C1292883->C1293051->C1285152->C0184661->*C2720507*<-C0333286<-C0019080<-C0037088
sct-msh-csp-aod	MayoSRS	C0011849	C0032584	0.700259	0.173957	0.442321	0.250000	0.050003	0.960784	0.494475	0.283962	0.165475	C0012634		C0012634	C0012634=C0011849->C0025517->*C0012634*<-C0032584
sct-msh-csp-aod	MayoSRS	C0020541	C0027962	0.612590	0.133990	0.405219	0.166667	0.043256	0.941176	0.411477	0.254090	0.145535	C0012634		C0012634	C0012634=C0020541->C0023895->C0012242->*C0012634*<-C0027962<-C1302761
sct-msh-csp-aod	MayoSRS	C0018802	C0020541	0.612590	0.264679	0.641444	0.166667	0.069483	0.941176	0.643664	0.472151	0.309030	C0728936|C0007222		C0728936	C0728936=C0018802->C0018801->C0036980->*C0728936*<-C0020541<-C0585130|C0007222=C0018802->C0018801->C0018799->*C0007222*<-C0020541<-C0585130
sct-msh-csp-aod	MayoSRS	C0085649	C0034063	0.762461	0.529667	0.879501	0.333333	0.181649	0.970588	0.880127	0.784918	0.645980	C0013604		C0013604	C0013604=C0085649->*C0013604*<-C0034063
sct-msh-csp-aod	MayoSRS	C0022650	C0041956	0.652011	0.428457	0.813797	0.200000	0.125843	0.950980	0.815168	0.686052	0.522130	C1971734|C0042075|C1302710|C1290864		C1971734	C1971734=C0022650->C0022658->*C1971734*<-C0041956<-C0403608|C1302710=C0022650->C0022658->*C1302710*<-C0041956<-C0403608|C1290864=C0022650->C0022658->*C1290864*<-C0041956<-C0403608|C0042075=C0022650->C0022658->*C0042075*<-C0041956<-C0178879
sct-msh-csp-aod	MayoSRS	C0004604	C0037944	0.700259	0.362743	0.754007	0.250000	0.099159	0.960784	0.758268	0.605146	0.433842	C0037933		C0037933	C0037933=C0004604->C0679389->*C0037933*<-C0037944
sct-msh-csp-aod	MayoSRS	C1956089	C0018862	0.579260	0.217553	0.572096	0.142857	0.058568	0.931373	0.572292	0.400654	0.250511	C0000000|C0263660|C0026857|C0426779|C0159135		C0263660	C0026857=C1956089->C0242490->*C0026857*<-C0018862<-C0575829<-C0158234<-C0022408|C0159135=C1956089->C1442903->C1285159->*C0159135*<-C0018862<-C0575037<-C0311392|C0000000=C1956089->C0035435->C0263660->C0041785->*C0000000*<-C0018862<-C0157924|C0426779=C1956089->C0242490->C0026857->*C0426779*<-C0018862<-C0575829<-C0427210|C0263660=C1956089->C0035435->*C0263660*<-C0018862<-C0575829<-C0158234<-C0022408
sct-msh-csp-aod	MayoSRS	C0003873	C0035450	0.850129	0.741633	0.956889	0.500000	0.391810	0.980392	0.958697	0.917342	0.847306	C0003873		C0003873	C0003873=C0003873*<-C0035450
sct-msh-csp-aod	MayoSRS	C0009871	C1444657	0.579260	0.029547	0.058191	0.142857	0.029618	0.931373	0.128221	0.029968	0.015212	C2720507		C2720507	C2720507=C0009871->C0013227->*C2720507*<-C1444657<-C0565964<-C0565961<-C1285164
sct-msh-csp-aod	MayoSRS	C0020971	C0021051	0.579260	0.299279	0.641829	0.142857	0.078773	0.931373	0.688823	0.472569	0.309388	C1140093|C0020962		C0020962	C1140093=C0020971->C0021060->C0872087->*C1140093*<-C0021051<-C1609432<-C0012634|C0020962=C0020971->C0021083->C1963758->C1817756->*C0020962*<-C0021051<-C0021053
sct-msh-csp-aod	MayoSRS	C0026848	C0011633	0.762461	0.517811	0.854858	0.333333	0.174005	0.970588	0.873691	0.746508	0.595542	C0026848		C0026848	C0026848=C0026848*<-C0011633<-C0027121
sct-msh-csp-aod	MayoSRS	C2267026	C0020473	0.000000	0.183187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	MayoSRS	C0004093	C0442874	0.652011	0.178774	0.377488	0.200000	0.050884	0.950980	0.503689	0.232656	0.131642	C0037088		C0037088	C0037088=C0004093->*C0037088*<-C0442874<-C0027765<-C0012634
sct-msh-csp-aod	MayoSRS	C0013404	C0231835	0.762461	0.357042	0.741276	0.333333	0.097130	0.970588	0.752663	0.588910	0.417344	C0037090|C0035204		C0037090	C0037090=C0013404->*C0037090*<-C0231835|C0035204=C0013404->*C0035204*<-C0231835
sct-msh-csp-aod	MayoSRS	C0034065	C0019079	0.762461	0.390840	0.781026	0.333333	0.109795	0.970588	0.784264	0.640725	0.471372	C0024115		C0024115	C0024115=C0034065->*C0024115*<-C0019079
sct-msh-csp-aod	MayoSRS	C0029408	C0221434	0.481533	0.066823	0.210640	0.090909	0.033905	0.892157	0.241815	0.117718	0.062540	C2720507|C1268086		C1268086	C1268086=C0029408->C0022408->C0263660->C0026860->C0700276->C0506706->*C1268086*<-C0221434<-C1265981<-C0332447<-C1260954|C2720507=C0029408->C1285232->C0026857->C0012634->C0037088->*C2720507*<-C0221434<-C1265981<-C0332447<-C1260954<-C1268086
sct-msh-csp-aod	MayoSRS	C0231736	C0231749	0.700259	0.605432	0.915290	0.250000	0.239090	0.960784	0.915319	0.843810	0.729819	C0576085		C0576085	C0576085=C0231736->C0576150->*C0576085*<-C0231749
sct-msh-csp-aod	MayoSRS	C0332536	C0024796	0.550388	0.089842	0.302080	0.125000	0.036857	0.921569	0.304669	0.177912	0.097642	C1140093|C0000000|C0037088		C0037088	C0037088=C0332536->C0332529->C0700329->C2711906->*C0037088*<-C0024796<-C0009782<-C0012634|C1140093=C0332536->C0332529->C0700329->C0031816->*C1140093*<-C0024796<-C0009782<-C0012634|C0000000=C0332536->C0332529->C0577312->C0449576->*C0000000*<-C0024796<-C0410787<-C0041785
sct-msh-csp-aod	MayoSRS	C0458343	C0016053	0.579260	0.093423	0.312538	0.142857	0.037338	0.931373	0.313984	0.185212	0.102057	C1140093|C0700276|C0229960|C0002807		C0229960	C0700276=C0458343->C0005898->*C0700276*<-C0016053<-C0026848<-C0263660<-C0026860|C1140093=C0458343->C0005898->C0700276->*C1140093*<-C0016053<-C1300028<-C0012634|C0229960=C0458343->C0005898->*C0229960*<-C0016053<-C0026848<-C0263660<-C0026860|C0002807=C0458343->C0005898->*C0002807*<-C0016053<-C0026848<-C0263660<-C0026860
sct-msh-csp-aod	MayoSRS	C0457086	C0003873	0.652011	0.287745	0.660255	0.200000	0.075546	0.950980	0.674394	0.492821	0.326982	C0022408		C0022408	C0022408=C0457086->C0162298->*C0022408*<-C0003873<-C0003864
sct-msh-csp-aod	MayoSRS	C0038454	C0018989	0.700259	0.255206	0.613201	0.250000	0.067137	0.960784	0.630281	0.442170	0.283837	C0007682		C0007682	C0007682=C0038454->C0007820->*C0007682*<-C0018989
sct-msh-csp-aod	MayoSRS	C0006121	C1269897	0.652011	0.316941	0.682221	0.200000	0.083983	0.950980	0.709781	0.517706	0.349260	C1281590|C1269560		C1269560	C1281590=C0006121->C0006104->C1280705->*C1281590*<-C1269897|C1269560=C0006121->C0006104->C1269563->*C1269560*<-C1269897
