"cg","con","Concept.1","Concept.2","PAGERANK","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"sct-msh-csp-aod","UMNSRS_similarity","C0026946","C0286651",0.008026,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0035435","C0009262",0.019219,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0013404","C0220892",0.020025,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C1623038","C0018926",0.038149,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0877781","C0018681",0.178579,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0023992","C0005632",0.031819,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0920289","C0015672",0.052696,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0878544","C0039070",0.058003,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003129","C0036572",0.037811,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0036494","C0001962",0.018572,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0242339","C0060277",0.012086,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0039730","C0040822",0.062606,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0009951","C0085208",0.015842,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0002962","C0028351",0.017341,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0027121","C0025815",0.016423,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003128","C0152149",0.084823,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0013456","C0002645",0.018184,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0022116","C0995182",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0006277","C0298130",0.005924,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0286651","C0024027",0.072658,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0032285","C1883552",0.044337,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0037763","C0016860",0.025365,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0040485","C0014806",0.014766,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0011603","C0020517",0.085457,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0947651","C0022614",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003850","C0022116",0.052293,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0018995","C0032617",0.058763,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0025587","C0040460",0.05897,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0011175","C0038187",0.057334,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0009319","C0014544",0.054322,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0011847","C0085602",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0162275","C0038187",0.019307,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0036572","C0042291",0.011845,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0018081","C0070166",0.011773,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0301532","C0039840",0.013448,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0020676","C1883552",0.049565,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0039730","C0019045",0.070068,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0206160","C0004057",0.010752,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0026946","C0079083",0.01853,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0026946","C0025289",0.05747,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0030232","C0060277",0.01374,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0332566","C0332573",0.086894,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0018834","C0020740",0.016549,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0995182","C0020264",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0009214","C0011816",0.03393,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0001047","C0001443",0.101968,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0086073","C0032950",0.012893,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0037763","C0151818",0.137682,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0011991","C0007537",0.03366,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0007559","C0007561",0.037246,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0030193","C0026549",0.022586,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0027358","C0015846",0.032433,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0042384","C0018991",0.056424,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0009262","C0033209",0.065577,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0126174","C0216784",0.024829,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C1623038","C0002871",0.04237,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0055003","C0004899",0.00533,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0037354","C0042214",0.101056,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0038187","C0152149",0.084417,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0031763","C0011603",0.054003,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0011777","C0246719",0.01435,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0019158","C0000970",0.012819,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0022116","C0013132",0.090375,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0019270","C0013456",0.055072,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0018021","C0011644",0.051263,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0004134","C0001962",0.014925,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0043528","C0004576",0.065746,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0035508","C0034642",0.215892,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0557875","C0004147",0.030696,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0004153","C0002962",0.054193,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0019158","C0018926",0.058072,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0027358","C0026549",0.052014,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0011991","C0009262",0.019881,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0027121","C0026848",0.078181,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0006277","C0023992",0.029336,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0013428","C0008809",0.017879,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0282386","C0536495",0.024058,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0034880","C0005740",0.014241,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0008168","C0007561",0.027118,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0007537","C0007557",0.041913,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0014806","C0023660",0.039143,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0020676","C0021359",0.073036,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0081876","C0006681",0.014059,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0007398","C0023380",0.086739,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0036323","C0114873",0.014378,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0085602","C0032617",0.05208,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C1623038","C0286651",0.00465,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0038450","C0037384",0.081074,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0004147","C0016860",0.029608,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0242453","C0008809",0.017862,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0011175","C0013369",0.054664,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0014025","C0065374",0.071789,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0235250","C0079083",0.031624,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0206160","C0018926",0.03453,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0041948","C0751229",0.042025,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0026848","C0234369",0.100607,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0021359","C0232197",0.092323,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0162275","C0021641",0.007481,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0005716","C0036572",0.064664,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0006840","C0392071",0.096053,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0019134","C0033603",0.028848,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0878544","C0034642",0.086171,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0026946","C0030193",0.058809,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0033687","C0026196",0.019698,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0002962","C0013404",0.055778,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0004610","C0376288",0.07902,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0242339","C0286651",0.009729,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0041948","C0013911",0.06557,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0029456","C0878544",0.06182,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0235250","C0027497",0.08732,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0242723","C0858529",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0442874","C0021641",0.014447,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0036494","C0149651",0.123927,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0060277","C0060277",1,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0858529","C0023992",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0035435","C0000970",0.011608,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0006309","C0043528",0.044149,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0004147","C0025859",0.064404,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0013911","C0006625",0.086816,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003564","C0152149",0.099671,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0038187","C0003123",0.059518,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0005747","C0043031",0.026613,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0002680","C0002645",0.051766,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0002962","C0011991",0.057054,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0016860","C0024730",0.028687,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0041948","C0553735",0.08844,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0021167","C0016860",0.030138,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0040038","C0019134",0.01987,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0015300","C0242453",0.057993,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0041948","C0004057",0.01495,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0006982","C0018242",0.032658,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0020517","C0004899",0.012273,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0019270","C0018021",0.056597,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0011175","C0039070",0.05364,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0231851","C0032617",0.078048,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003864","C0035435",0.069804,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0021359","C0003128",0.084006,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0006277","C0073992",0.017684,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0026946","C0019655",0.086266,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0086543","C0011847",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C1257763","C0162429",0.091706,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0009951","C0014544",0.065991,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0010520","C0016410",0.015504,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0021359","C0005747",0.062545,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0442874","C0011847",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0014806","C0002144",0.027542,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0018834","C0081876",0.006724,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0030232","C1883552",0.056944,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0231451","C0017245",0.016454,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C1883552","C0030552",0.033296,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0020676","C0040165",0.024565,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0239779","C0221169",0.197579,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0015300","C0040165",0.02055,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0021359","C0003128",0.084006,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0012833","C0042571",0.093614,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0242339","C0002962",0.056523,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0017536","C0376286",0.061754,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0036572","C0995182",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0074393","C0016365",0.071669,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0031154","C0004134",0.057655,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0246719","C0102118",0.029301,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003862","C0159075",0.015726,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0149651","C0009806",0.062373,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0070166","C0286651",0.021906,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0014563","C0028351",0.055888,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0009806","C0011991",0.084513,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003864","C1623038",0.042047,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0025289","C0041296",0.060427,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0012833","C0001962",0.017437,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0086543","C0027358",0.018737,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0085631","C0026549",0.02341,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003126","C0003564",0.081186,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0013132","C0006982",0.022602,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C1623038","C0025677",0.007904,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0017601","C0018681",0.051569,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0039070","C1883552",0.053279,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C2004489","C0018834",0.078681,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0032143","C0038418",0.051132,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0052796","C0008809",0.033013,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0007398","C0027358",0.024799,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003862","C0000970",0.012499,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0005747","C0270327",0.067212,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0085635","C0018681",0.123418,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0025289","C0018681",0.06301,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0017628","C0289313",0.033228,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0004153","C0858529",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003126","C0231617",0.183973,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0235250","C0061851",0.020854,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0002962","C0231618",0.102899,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0398623","C0019079",0.05551,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0028754","C0076275",0.010866,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0017642","C0020740",0.025095,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0004153","C0021400",0.055951,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0231655","C0018520",0.089298,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0019209","C0019214",0.165719,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003126","C0012265",0.025742,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0025289","C0042313",0.020642,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0751229","C0037384",0.043839,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0392071","C0008809",0.017785,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0016204","C0018520",0.093793,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0016382","C0060277",0.012881,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0152149","C0003564",0.099671,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0018995","C0003864",0.055286,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0149651","C0042878",0.028453,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0152149","C0040460",0.075681,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0232471","C0020175",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0036396","C0020740",0.015792,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0006277","C0032285",0.079843,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0006840","C0025815",0.016673,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0037384","C0001962",0.018373,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0232197","C0357929",0.048252,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0012265","C0012373",0.033825,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0002333","C0024002",0.061569,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0019158","C1623038",0.044566,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0013404","C0025815",0.015944,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0149651","C0885057",0.008009,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0035435","C0917801",0.07014,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0035435","C0032950",0.011813,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0011847","C0020456",0,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0232197","C0043031",0.030233,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0877781","C0017887",0.00724,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0040038","C0232197",0.086474,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0019079","C0043031",0.023765,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0029456","C0246719",0.008102,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0004134","C0009806",0.056512,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0026946","C0009187",0.057772,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0036396","C0231236",0.092365,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0009014","C0025859",0.03488,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003615","C0007546",0.032912,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0007561","C0007557",0.037522,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0877781","C0000970",0.004702,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0070166","C0043031",0.023604,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0017160","C0013369",0.081678,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0014544","C0019209",0.050538,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0020639","C0020175",0.039345,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0013404","C0073992",0.018227,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0028978","C0025598",0.034979,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0008838","C0061851",0.021276,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0025815","C0032950",0.053361,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0022116","C0286651",0.007453,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0231655","C0017887",0.030305,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0026946","C0005716",0.082162,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0027497","C0061851",0.020078,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0008402","C1142985",0.023879,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C1883552","C0074554",0.010325,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0152447","C0003564",0.094382,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0079083","C0008838",0.089221,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0442874","C0039128",0.069554,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0039128","C0220892",0.020311,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0022251","C0025859",0.045671,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0027697","C0553735",0.072769,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0013090","C0220892",0.023075,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0041948","C0020740",0.016293,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0034642","C0010520",0.081249,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0231451","C0020175",0.08494,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0152149","C0246719",0.008101,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C1623038","C0018995",0.03886,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0030305","C0086543",0.049521,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0030305","C0332566",0.051668,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0040038","C0013404",0.063435,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0019158","C0019209",0.084588,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0034880","C0003564",0.069408,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0040034","C0018834",0.061132,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0003615","C0031154",0.084247,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0025587","C0009262",0.02022,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0741439","C1282609",0.100128,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0028351","C0033487",0.0296,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0035435","C0162323",0.054976,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0085593","C0037384",0.060245,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0276185","C0752270",0.026871,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C1257763","C0010592",0.022966,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0023530","C0005740",0.01333,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0040165","C0279175",0.120548,NA,NA,NA,NA
"sct-msh-csp-aod","UMNSRS_similarity","C0004153","C0152447",0.065834,NA,NA,NA,NA
