cui	fword	text	code	sourcetype	tui
C0175677	Injury	Injury	19130008	SNOMEDCT	T037
C0175677	Injury	Injury	C3671	NCI	T037
C0175677	Injury	Injury	122549002	SNOMEDCT	T037
C0175677	Injury	Injury	417163006	SNOMEDCT	T037
C0175677	Injury	Injury	417746004	SNOMEDCT	T037
C0175677	Injuries	Injuries	269313000	SNOMEDCT	T037
C0175677	Injury	Injury , NOS	19130008	SNOMEDCT	T037
C0175677	Trauma	Trauma	417746004	SNOMEDCT	T037
C0175677	Traumatic	Traumatic injury	417746004	SNOMEDCT	T037
C0175677	Injury	Injury NOS ( disorder )	157675002	SNOMEDCT	T037
C0175677	Injury	Injury NOS ( disorder )	157670007	SNOMEDCT	T037
C0175677	Injury	Injury NOS ( disorder )	212497001	SNOMEDCT	T037
C0175677	Injury	Injury ( disorder )	122549002	SNOMEDCT	T037
C0175677	Injury	Injury - disorder	122549002	SNOMEDCT	T037
C0175677	Injury	Injury - disorder	417746004	SNOMEDCT	T037
C0175677	Traumatic	Traumatic AND / OR non - traumatic injury ( disorder )	417163006	SNOMEDCT	T037
C0175677	Traumatic	Traumatic injury ( disorder )	417746004	SNOMEDCT	T037
C0175895	Calcified	Calcified	90975005	SNOMEDCT	T046
C0175895	Calcified	Calcified	C25441	NCI	T046
C0175895	Calcification	Calcification	90975005	SNOMEDCT	T046
C0175895	Calcification	Calcification	263698008	SNOMEDCT	T046
C0175895	Calcification	Calcification	263698008	SNOMEDCT	T046
C0175895	Calcium	Calcium deposition	90975005	SNOMEDCT	T046
C0175895	Calcified	Calcified ( qualifier value )	90975005	SNOMEDCT	T046
C0175895	Calcified	Calcified structure	90975005	SNOMEDCT	T046
C0175895	Calcification	Calcification ( morphologic abnormality )	263698008	SNOMEDCT	T046
C0205054	Portal	Portal	C38007	NCI	T029
C0205054	Portal	Portal	32381004	SNOMEDCT	T029
C0205054	Hepatic	Hepatic	C13308	NCI	T029
C0205054	hepatic	hepatic	C13308	NCI	T029
C0205054	Portal	Portal ( qualifier value )	32381004	SNOMEDCT	T029
C0205090	Right	Right	C25228	NCI	T031
C0205090	Right	Right	24028007	SNOMEDCT	T031
C0205090	Dextro	Dextro	24028007	SNOMEDCT	T031
C0205090	Right	Right side	24028007	SNOMEDCT	T031
C0205090	Rt	Rt - Right	24028007	SNOMEDCT	T031
C0205090	Right	Right ( qualifier value )	24028007	SNOMEDCT	T031
C0205400	Thickened	Thickened	82806002	SNOMEDCT	T033
C0205400	Thickened	Thickened	263899003	SNOMEDCT	T033
C0205400	Thickening	Thickening	89977008	SNOMEDCT	T033
C0205400	Increased	Increased thickness	89977008	SNOMEDCT	T033
C0205400	Increased	Increased thickness ( finding )	89977008	SNOMEDCT	T033
C0205400	Thickened	Thickened ( qualifier value )	263899003	SNOMEDCT	T033
C0221198	Lesion	Lesion	52988006	SNOMEDCT	T033
C0221198	Lesion	Lesion	C3824	NCI	T033
C0221198	Lesion	Lesion	49755003	SNOMEDCT	T033
C0221198	lesion	lesion	C3824	NCI	T033
C0221198	Lesion	Lesion , NOS	52988006	SNOMEDCT	T033
C0221198	Lesion	Lesion - RETIRED -	52988006	SNOMEDCT	T033
C0221198	Lesion	Lesion - RETIRED -	52988006	SNOMEDCT	T033
C0221198	Lesion	Lesion ( morphologic abnormality )	52988006	SNOMEDCT	T033
C0221198	Visible	Visible Lesion	C3824	NCI	T033
C0221434	Bony	Bony sclerosis	37748009	SNOMEDCT	T046
C0221434	Eburnation	Eburnation	37748009	SNOMEDCT	T046
C0221434	Bony	Bony sclerosis ( morphologic abnormality )	37748009	SNOMEDCT	T046
C0222670	Apophysis	Apophysis	65000005	SNOMEDCT	T023
C0222670	Apophysis	Apophysis , NOS	65000005	SNOMEDCT	T023
C0222670	Apophysis	Apophysis ( body structure )	65000005	SNOMEDCT	T023
C0222847	Bone	Bone structure of third rib	25888004	SNOMEDCT	T023
C0222847	Third	Third rib	25888004	SNOMEDCT	T023
C0222847	Third	Third rib , NOS	25888004	SNOMEDCT	T023
C0222847	Bone	Bone structure of third rib ( body structure )	25888004	SNOMEDCT	T023
C0223751	Entire	Entire first metacarpal	181973009	SNOMEDCT	T023
C0223751	First	First metacarpal	181973009	SNOMEDCT	T023
C0223751	MC1	MC1 - First metacarpal	181973009	SNOMEDCT	T023
C0223751	Entire	Entire first metacarpal ( body structure )	181973009	SNOMEDCT	T023
C0223976	Entire	Entire first metatarsal	182121005	SNOMEDCT	T023
C0223976	First	First metatarsal	182121005	SNOMEDCT	T023
C0223976	FM	FM - First metatarsal	182121005	SNOMEDCT	T023
C0223976	MT1	MT1 - First metatarsal	182121005	SNOMEDCT	T023
C0223976	Entire	Entire first metatarsal ( body structure )	182121005	SNOMEDCT	T023
C0224001	Entire	Entire fourth metatarsal	182139001	SNOMEDCT	T023
C0224001	Fourth	Fourth metatarsal	182139001	SNOMEDCT	T023
C0224001	MT4	MT4 - Fourth metatarsal	182139001	SNOMEDCT	T023
C0224001	Entire	Entire fourth metatarsal ( body structure )	182139001	SNOMEDCT	T023
C0224497	Articular	Articular space	36668004	SNOMEDCT	T030
C0224497	Articular	Articular space , NOS	36668004	SNOMEDCT	T030
C0224497	Joint	Joint space	36668004	SNOMEDCT	T030
C0224497	Joint	Joint space , NOS	36668004	SNOMEDCT	T030
C0224497	Articular	Articular space ( body structure )	36668004	SNOMEDCT	T030
C0225317	Soft	Soft tissue NOS	181790009	SNOMEDCT	T024
C0225317	Soft	Soft tissues	87784001	SNOMEDCT	T024
C0225317	Soft	Soft tissues , NOS	87784001	SNOMEDCT	T024
C0225317	Soft	Soft tissue	181607009	SNOMEDCT	T024
C0225317	soft	soft tissue	C12471	NCI	T024
C0225317	Soft	Soft Tissue	C12471	NCI	T024
C0225317	Soft	Soft tissues ( body structure )	87784001	SNOMEDCT	T024
C0225317	Soft	Soft tissue ( body structure )	181607009	SNOMEDCT	T024
C0225317	Soft	Soft tissue NOS ( body structure )	181790009	SNOMEDCT	T024
C0225317	Soft	Soft tissue NOS ( navigational concept )	181790009	SNOMEDCT	T024
C0225317	Soft	Soft tissue ( navigational concept )	181607009	SNOMEDCT	T024
C0226025	Structure	Structure of infrarenal aorta	28205006	SNOMEDCT	T023
C0226025	Infrarenal	Infrarenal aorta	28205006	SNOMEDCT	T023
C0226025	Structure	Structure of infrarenal aorta ( body structure )	28205006	SNOMEDCT	T023
C0227613	Right	Right kidney structure	9846003	SNOMEDCT	T023
C0227613	Right	Right kidney	9846003	SNOMEDCT	T023
C0227613	Right	Right Kidney	C34005	NCI	T023
C0227613	Right	Right kidney structure ( body structure )	9846003	SNOMEDCT	T023
C0230371	Structure	Structure of left hand	85151006	SNOMEDCT	T023
C0230371	Left	Left hand	85151006	SNOMEDCT	T023
C0230371	Structure	Structure of left hand ( body structure )	85151006	SNOMEDCT	T023
C0230431	Structure	Structure of right knee	6757004	SNOMEDCT	T023
C0230431	Right	Right knee	6757004	SNOMEDCT	T023
C0230431	Structure	Structure of right knee ( body structure )	6757004	SNOMEDCT	T023
C0230432	Structure	Structure of left knee	82169009	SNOMEDCT	T023
C0230432	Left	Left knee	82169009	SNOMEDCT	T023
C0230432	Structure	Structure of left knee ( body structure )	82169009	SNOMEDCT	T023
C0230443	Structure	Structure of left lower leg	48979004	SNOMEDCT	T023
C0230443	Left	Left leg	48979004	SNOMEDCT	T023
C0230443	Structure	Structure of left lower leg ( body structure )	48979004	SNOMEDCT	T023
C0230443	Left	Left lower leg	48979004	SNOMEDCT	T023
C0230461	Structure	Structure of left foot	22335008	SNOMEDCT	T023
C0230461	Left	Left foot	22335008	SNOMEDCT	T023
C0230461	Structure	Structure of left foot ( body structure )	22335008	SNOMEDCT	T023
C0234830	Articulation	Articulation	C62183	NCI	T042
C0234830	Articulation	Articulation	53026004	SNOMEDCT	T042
C0234830	Articulation	Articulation , NOS	53026004	SNOMEDCT	T042
C0234830	Articulation	Articulation , function ( observable entity )	53026004	SNOMEDCT	T042
C0234830	Articulation	Articulation ( function )	53026004	SNOMEDCT	T042
C0234830	Articulation	Articulation ( observable entity )	53026004	SNOMEDCT	T042
C0264545	Thickening	Thickening of pleura	511.0	MTHICD9	T047
C0264545	Thickening	Thickening of pleura	73725006	SNOMEDCT	T047
C0264545	Pleural	Pleural fibrosis	278518002	SNOMEDCT	T047
C0264545	Pleural	Pleural fibrosis	278518002	SNOMEDCT	T047
C0264545	Pleural	Pleural fibrosis	73725006	SNOMEDCT	T047
C0264545	Pleural	Pleural cuirasse	73725006	SNOMEDCT	T047
C0264545	Fibrothorax	Fibrothorax	196094008	SNOMEDCT	T047
C0264545	Fibrothorax	Fibrothorax	233652002	SNOMEDCT	T047
C0264545	Fibrothorax	Fibrothorax	196094008	SNOMEDCT	T047
C0264545	Fibrothorax	Fibrothorax	233652002	SNOMEDCT	T047
C0264545	Fibrothorax	Fibrothorax	73725006	SNOMEDCT	T047
C0264545	Pleural	Pleural thickening	73725006	SNOMEDCT	T047
C0264545	Fibrosis	Fibrosis of pleura	73725006	SNOMEDCT	T047
C0264545	Thickening	Thickening of pleura ( disorder )	73725006	SNOMEDCT	T047
C0264545	Pleural	Pleural fibrosis ( disorder )	278518002	SNOMEDCT	T047
C0264545	Fibrothorax	Fibrothorax ( disorder )	196094008	SNOMEDCT	T047
C0264545	Fibrothorax	Fibrothorax ( disorder )	233652002	SNOMEDCT	T047
C0332448	Infiltration	Infiltration	C25754	NCI	T046
C0332448	Infiltration	Infiltration	C25754	NCI	T046
C0332448	Infiltration	Infiltration	47351003	SNOMEDCT	T046
C0332448	Infiltration	Infiltration , NOS	47351003	SNOMEDCT	T046
C0332448	Infiltrate	Infiltrate	C25754	NCI	T046
C0332448	Infiltrate	Infiltrate	47351003	SNOMEDCT	T046
C0332448	Infiltrate	Infiltrate , NOS	47351003	SNOMEDCT	T046
C0332448	Infiltrates	Infiltrates	C25754	NCI	T046
C0332448	Infiltrating	Infiltrating	C25754	NCI	T046
C0332448	Tissue	Tissue infiltration	47351003	SNOMEDCT	T046
C0332448	Tissue	Tissue infiltration , NOS	47351003	SNOMEDCT	T046
C0332448	Infiltration	Infiltration of tissue	C25754	NCI	T046
C0332448	Infiltration	Infiltration ( morphologic abnormality )	47351003	SNOMEDCT	T046
C0332711	Fracture	Fracture , oblique	7905002	SNOMEDCT	T037
C0332711	Oblique	Oblique fracture	264734007	SNOMEDCT	T037
C0332711	Oblique	Oblique fracture	264734007	SNOMEDCT	T037
C0332711	Linear	Linear oblique	7905002	SNOMEDCT	T037
C0332711	Fracture	Fracture , oblique ( morphologic abnormality )	7905002	SNOMEDCT	T037
C0332711	Oblique	Oblique fracture ( disorder )	264734007	SNOMEDCT	T037
C0342649	Vascular	Vascular calcification	129759000	SNOMEDCT	T046
C0342649	Vascular	Vascular calcification	237897009	SNOMEDCT	T046
C0342649	Vascular	Vascular calcification ( disorder )	237897009	SNOMEDCT	T046
C0392905	Articular	Articular system structure	81087007	SNOMEDCT	T022
C0392905	Joints	Joints	81087007	SNOMEDCT	T022
C0392905	Joint	Joint , NOS	81087007	SNOMEDCT	T022
C0392905	Joints	Joints , NOS	81087007	SNOMEDCT	T022
C0392905	Articular	Articular system	81087007	SNOMEDCT	T022
C0392905	Articular	Articular system , NOS	81087007	SNOMEDCT	T022
C0392905	Articular	Articular system structure ( body structure )	81087007	SNOMEDCT	T022
C0423772	Skin	Skin sinus	201338003	SNOMEDCT	T190
C0423772	Skin	Skin sinus	201338003	SNOMEDCT	T190
C0423772	Skin	Skin sinus	271766002	SNOMEDCT	T190
C0423772	External	External fistula	18802003	SNOMEDCT	T190
C0423772	Fistula	Fistula of skin	61018003	SNOMEDCT	T190
C0423772	Fistula	Fistula of skin , NOS	61018003	SNOMEDCT	T190
C0423772	Fistula	Fistula of skin NOS	686.9	MTHICD9	T190
C0423772	Cutaneous	Cutaneous fistula	201339006	SNOMEDCT	T190
C0423772	Cutaneous	Cutaneous fistula	278850000	SNOMEDCT	T190
C0423772	Cutaneous	Cutaneous fistula	201339006	SNOMEDCT	T190
C0423772	Cutaneous	Cutaneous fistula	278850000	SNOMEDCT	T190
C0423772	Sinus	Sinus	200733000	SNOMEDCT	T190
C0423772	External	External fistula ( morphologic abnormality )	18802003	SNOMEDCT	T190
C0423772	Fistula	Fistula of skin ( disorder )	61018003	SNOMEDCT	T190
C0423772	Skin	Skin sinus ( disorder )	201338003	SNOMEDCT	T190
C0423772	Skin	Skin sinus ( disorder )	271766002	SNOMEDCT	T190
C0423772	Cutaneous	Cutaneous fistula ( disorder )	278850000	SNOMEDCT	T190
C0423772	Cutaneous	Cutaneous fistula ( disorder )	201339006	SNOMEDCT	T190
C0426952	Leg	Leg length	249839000	SNOMEDCT	T033
C0426952	Leg	Leg length ( observable entity )	249839000	SNOMEDCT	T033
C0426953	Apparent	Apparent leg length	249840003	SNOMEDCT	T033
C0426953	Apparent	Apparent leg length ( observable entity )	249840003	SNOMEDCT	T033
C0442031	Pericardial	Pericardial	C38001	NCI	T029
C0442031	Pericardial	Pericardial	264135001	SNOMEDCT	T029
C0442031	Pericardial	Pericardial ( qualifier value )	264135001	SNOMEDCT	T029
C0443213	Extrusion	Extrusion	C50557	NCI	T033
C0443213	Extrusion	Extrusion	C50557	NCI	T033
C0443213	Extrusion	Extrusion	263751005	SNOMEDCT	T033
C0443213	Extrusion	Extrusion ( qualifier value )	263751005	SNOMEDCT	T033
C0447050	Entire	Entire infrarenal aorta	181304005	SNOMEDCT	T023
C0447050	Infrarenal	Infrarenal abdominal aorta	181304005	SNOMEDCT	T023
C0447050	Entire	Entire infrarenal aorta ( body structure )	181304005	SNOMEDCT	T023
C0456973	Hilar	Hilar lymphadenopathy	87500009	SNOMEDCT	T046
C0456973	Hilar	Hilar lymphadenopathy ( disorder )	87500009	SNOMEDCT	T046
C0458580	Tracheobronchial	Tracheobronchial structure	91724006	SNOMEDCT	T023
C0458580	Tracheobronchial	Tracheobronchial tree	91724006	SNOMEDCT	T023
C0458580	Tracheobronchial	Tracheobronchial structure ( body structure )	91724006	SNOMEDCT	T023
C0497156	[	[ D ] Swollen glands	158363002	SNOMEDCT	T033
C0497156	[	[ D ] Swollen glands	158363002	SNOMEDCT	T033
C0497156	[	[ D ] Swollen glands	207035004	SNOMEDCT	T033
C0497156	Enlargement	Enlargement of lymph nodes	30746006	SNOMEDCT	T033
C0497156	Enlargement	Enlargement of lymph nodes	785.6	ICD9CM	T033
C0497156	Enlargement	Enlargement of lymph nodes , NOS	30746006	SNOMEDCT	T033
C0497156	ENLARGEMENT	ENLARGEMENT LYMPH NODES	785.6	ICD9CM	T033
C0497156	Lymphadenopathy	Lymphadenopathy	139134006	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy	161878009	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy	271821001	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy	139134006	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy	161878009	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy	271821001	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy	785.6	MTHICD9	T033
C0497156	Lymphadenopathy	Lymphadenopathy	30746006	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy , NOS	30746006	SNOMEDCT	T033
C0497156	Enlarged	Enlarged lymph nodes	141342003	SNOMEDCT	T033
C0497156	Enlarged	Enlarged lymph nodes	269044004	SNOMEDCT	T033
C0497156	Swollen	Swollen glands	30746006	SNOMEDCT	T033
C0497156	Swelling	Swelling of lymph nodes	30746006	SNOMEDCT	T033
C0497156	Swelling	Swelling of lymph nodes , NOS	30746006	SNOMEDCT	T033
C0497156	Swollen	Swollen lymph nodes	30746006	SNOMEDCT	T033
C0497156	Swelling	Swelling of lymph node	30746006	SNOMEDCT	T033
C0497156	Swollen	Swollen Lymph Nodes	C50765	NCI	T033
C0497156	Swollen	Swollen Lymph Node	C50765	NCI	T033
C0497156	Lymph	Lymph nodes , swollen	C50765	NCI	T033
C0497156	Nodes	Nodes , swollen lymph	C50765	NCI	T033
C0497156	[	[ D ] Lymph node enlargement NOS	158364008	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement NOS	158364008	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement NOS	207039005	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement	158361000	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement	158361000	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement	207033006	SNOMEDCT	T033
C0497156	[	[ D ] Lymphadenopathy	158362007	SNOMEDCT	T033
C0497156	[	[ D ] Lymphadenopathy	158362007	SNOMEDCT	T033
C0497156	[	[ D ] Lymphadenopathy	207034000	SNOMEDCT	T033
C0497156	Enlarged	Enlarged glands	30746006	SNOMEDCT	T033
C0497156	Swollen	Swollen lymph glands	30746006	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy - swelling	30746006	SNOMEDCT	T033
C0497156	LA	LA - Lymphadenopathy	30746006	SNOMEDCT	T033
C0497156	LN	LN - Lymphadenopathy	30746006	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement NOS ( context - dependent category )	207039005	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement ( context - dependent category )	207033006	SNOMEDCT	T033
C0497156	[	[ D ] Swollen glands ( context - dependent category )	207035004	SNOMEDCT	T033
C0497156	[	[ D ] Lymphadenopathy ( context - dependent category )	207034000	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy ( disorder )	30746006	SNOMEDCT	T033
C0497156	Unspecified	Unspecified lymphadenopathy	30746006	SNOMEDCT	T033
C0497156	[	[ D ] Lymphadenopathy ( situation )	158362007	SNOMEDCT	T033
C0497156	[	[ D ] Lymphadenopathy ( situation )	207034000	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement NOS ( situation )	158364008	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement NOS ( situation )	207039005	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement ( situation )	158361000	SNOMEDCT	T033
C0497156	[	[ D ] Lymph node enlargement ( situation )	207033006	SNOMEDCT	T033
C0497156	[	[ D ] Swollen glands ( situation )	158363002	SNOMEDCT	T033
C0497156	[	[ D ] Swollen glands ( situation )	207035004	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy ( finding )	161878009	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy ( finding )	271821001	SNOMEDCT	T033
C0497156	Lymphadenopathy	Lymphadenopathy ( finding )	139134006	SNOMEDCT	T033
C0520743	Mediastinal	Mediastinal lymphadenopathy	52324001	SNOMEDCT	T047
C0520743	Mediastinal	Mediastinal lymphadenopathy ( disorder )	52324001	SNOMEDCT	T047
C0521169	Compression	Compression fracture	21947006	SNOMEDCT	T046
C0521169	Compression	Compression Fracture	C27170	NCI	T046
C0521169	Compression	Compression fracture ( morphologic abnormality )	21947006	SNOMEDCT	T046
C0524414	Structure	Structure of condyle	332607006	SNOMEDCT	T023
C0524414	Articular	Articular condyle	332607006	SNOMEDCT	T023
C0524414	Condyle	Condyle	332607006	SNOMEDCT	T023
C0524414	Structure	Structure of condyle ( body structure )	332607006	SNOMEDCT	T023
C0524470	Right	Right hip region structure	287579007	SNOMEDCT	T029
C0524470	Right	Right hip	287579007	SNOMEDCT	T029
C0524470	Right	Right hip region structure ( body structure )	287579007	SNOMEDCT	T029
C0553730	Calcium	Calcium pyrophosphate deposition disease	60782007	SNOMEDCT	T047
C0553730	Calcium	Calcium pyrophosphate deposition disease	239832006	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis	60782007	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis	156881000	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis	201624004	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis	268142006	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis	C26719	NCI	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis	239838005	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis NOS	201660009	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis articularis	60782007	SNOMEDCT	T047
C0553730	CPDD	CPDD	60782007	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis due to pyrophosphate crystals , NOS	201648008	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis due to pyrophosphate crystals	60782007	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis due to pyrophosphate crystals	712.2	ICD9CM	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis due to pyrophosphate crystals	201637001	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis , due to pyrophosphate crystals , involving unspecified site	712.20	ICD9CM	T047
C0553730	Calcium	Calcium pyrophosphate arthritis and periarthritis	239832006	SNOMEDCT	T047
C0553730	CPPD	CPPD - Calcium pyrophosphate deposition disease	239832006	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis , cause unspecified	712.3	ICD9CM	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis unspecified , of unspecified site	201650000	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis , unspecified	201649000	SNOMEDCT	T047
C0553730	CPDD	CPDD - Calcium pyrophosphate deposition disease	239832006	SNOMEDCT	T047
C0553730	Calcium	Calcium pyrophosphate deposition disease ( disorder )	239832006	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis due to pyrophosphate crystals , NOS ( disorder )	201648008	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis due to pyrophosphate crystals ( disorder )	201637001	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis NOS ( disorder )	201660009	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis ( disorder )	239838005	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis unspecified , of unspecified site ( disorder )	201650000	SNOMEDCT	T047
C0553730	Chondrocalcinosis	Chondrocalcinosis , unspecified ( disorder )	201649000	SNOMEDCT	T047
C0553730	PYROPHOSPH	PYROPHOSPH CRYST - UNSPEC	712.20	ICD9CM	T047
C0565514	Compression	Compression NOS	150740009	SNOMEDCT	T061
C0565514	Compression	Compression NOS	150740009	SNOMEDCT	T061
C0565514	Compression	Compression NOS	288147008	SNOMEDCT	T061
C0565514	Compression	Compression	263720003	SNOMEDCT	T061
C0565514	Compression	Compression - action	150737009	SNOMEDCT	T061
C0565514	Compression	Compression - action	150737009	SNOMEDCT	T061
C0565514	Compression	Compression - action	263720003	SNOMEDCT	T061
C0565514	Compression	Compression NOS ( procedure )	150740009	SNOMEDCT	T061
C0565514	Compression	Compression NOS ( procedure )	288147008	SNOMEDCT	T061
C0565514	Compression	Compression - action ( qualifier value )	263720003	SNOMEDCT	T061
C0565514	Compression	Compression - action ( procedure )	150737009	SNOMEDCT	T061
C0578735	Axillary	Axillary lymphadenopathy	127189005	SNOMEDCT	T046
C0578735	Axillary	Axillary Lymphadenopathy	C35493	NCI	T046
C0578735	Axillary	Axillary Adenopathy	C35493	NCI	T046
C0578735	Axillary	Axillary lymphadenopathy ( disorder )	127189005	SNOMEDCT	T046
C0582802	Digit	Digit structure	82680008	SNOMEDCT	T023
C0582802	Digit	Digit	123170006	SNOMEDCT	T023
C0582802	Digit	Digit	C73791	NCI	T023
C0582802	Digit	Digit	C40186	NCI	T023
C0582802	Digit	Digit	82680008	SNOMEDCT	T023
C0582802	Digit	Digit , NOS	123170006	SNOMEDCT	T023
C0582802	Digit	Digit , NOS	82680008	SNOMEDCT	T023
C0582802	Digital	Digital	C40186	NCI	T023
C0582802	Digit	Digit structure ( body structure )	82680008	SNOMEDCT	T023
C0582802	Digit	Digit - RETIRED -	123170006	SNOMEDCT	T023
C0582802	Digit	Digit - RETIRED -	123170006	SNOMEDCT	T023
C0582802	Digit	Digit ( body structure )	123170006	SNOMEDCT	T023
C0584640	Tibial	Tibial plateau structure	306783000	SNOMEDCT	T023
C0584640	Condyle	Condyle of tibia	17011001	SNOMEDCT	T023
C0584640	Condyle	Condyle of tibia , NOS	17011001	SNOMEDCT	T023
C0584640	Tibial	Tibial plateau	17011001	SNOMEDCT	T023
C0584640	Tibial	Tibial plateau	306783000	SNOMEDCT	T023
C0584640	Tibial	Tibial plateau , NOS	17011001	SNOMEDCT	T023
C0584640	Structure	Structure of condyle of tibia ( body structure )	17011001	SNOMEDCT	T023
C0584640	Tibial	Tibial plateau structure ( body structure )	306783000	SNOMEDCT	T023
C0584640	Structure	Structure of condyle of tibia	17011001	SNOMEDCT	T023
C0585059	Fracture	Fracture with displacement	123735002	SNOMEDCT	T037
C0585059	Displaced	Displaced fracture	134341006	SNOMEDCT	T037
C0585059	Displaced	Displaced fracture	123735002	SNOMEDCT	T037
C0585059	Displaced	Displaced fracture ( morphologic abnormality )	134341006	SNOMEDCT	T037
C0585059	Fracture	Fracture with displacement ( morphologic abnormality )	123735002	SNOMEDCT	T037
C0687028	Duct	Duct ( organ ) structure	343011009	SNOMEDCT	T023
C0687028	Duct	Duct	C12948	NCI	T023
C0687028	Duct	Duct	343011009	SNOMEDCT	T023
C0687028	duct	duct	C12948	NCI	T023
C0687028	Duct	Duct ( organ ) structure ( body structure )	343011009	SNOMEDCT	T023
C0817096	Thoracic	Thoracic structure	51185008	SNOMEDCT	T029
C0817096	Chest	Chest	C25389	NCI	T029
C0817096	Chest	Chest	51185008	SNOMEDCT	T029
C0817096	Thorax	Thorax	C12799	NCI	T029
C0817096	Thorax	Thorax	51185008	SNOMEDCT	T029
C0817096	Thorax	Thorax , NOS	51185008	SNOMEDCT	T029
C0817096	Thoracic	Thoracic	C13360	NCI	T029
C0817096	Thoracic	Thoracic	261179002	SNOMEDCT	T029
C0817096	thoracic	thoracic	C13360	NCI	T029
C0817096	Thoracic	Thoracic structure ( body structure )	51185008	SNOMEDCT	T029
C0817096	Thoracic	Thoracic ( qualifier value )	261179002	SNOMEDCT	T029
C1140621	Lower	Lower leg structure	30021000	SNOMEDCT	T029
C1140621	Leg	Leg	C32974	NCI	T029
C1140621	Leg	Leg	30021000	SNOMEDCT	T029
C1140621	Leg	Leg , NOS	30021000	SNOMEDCT	T029
C1140621	Lower	Lower leg	30021000	SNOMEDCT	T029
C1140621	Crural	Crural region	30021000	SNOMEDCT	T029
C1140621	Lower	Lower leg structure ( body structure )	30021000	SNOMEDCT	T029
C1265876	Opacity	Opacity	128305008	SNOMEDCT	T046
C1265876	Abnormally	Abnormally opaque structure ( morphologic abnormality )	128305008	SNOMEDCT	T046
C1265876	Abnormally	Abnormally opaque structure	128305008	SNOMEDCT	T046
C1266908	Entire	Entire bone ( organ )	90780006	SNOMEDCT	T023
C1266908	Bone	Bone	90780006	SNOMEDCT	T023
C1266908	Bone	Bone , NOS	90780006	SNOMEDCT	T023
C1266908	Bone	Bone ( organ )	90780006	SNOMEDCT	T023
C1266908	Entire	Entire bone ( organ ) ( body structure )	90780006	SNOMEDCT	T023
C1266908	Individual	Individual bone	90780006	SNOMEDCT	T023
C1266909	Entire	Entire bony skeleton	128530007	SNOMEDCT	T022
C1266909	Bones	Bones	128530007	SNOMEDCT	T022
C1266909	Bone	Bone	128530007	SNOMEDCT	T022
C1266909	Skeletal	Skeletal bones	128530007	SNOMEDCT	T022
C1266909	Entire	Entire bony skeleton ( body structure )	128530007	SNOMEDCT	T022
