"cg","con","Concept.1","Concept.2","LCH","INTRINSIC_LCH","INTRINSIC_LIN","PATH","INTRINSIC_PATH","WUPALMER","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"sct-msh","MayoSRS","C0040583","C0007102",0.530687,0.265349,0.221158,0.125,0.033429,0.461538,"C0000000|C0012674",NA,"C0012674","C0012674=C0040583->C0040580->C0035242->*C0012674*<-C0007102<-C0009375<-C0012243<-C0012242|C0000000=C0040583->C1960171->C0869452->*C0000000*<-C0007102<-C0009375<-C0012243<-C0154101"
"sct-msh","MayoSRS","C0037199","C0442041",0.480325,0.212936,0,0.1,0,0.181818,"C0000000",NA,"C0000000","C0000000=C0037199->C0035243->C0869452->*C0000000*<-C0442041<-C0442005<-C0441986<-C0587374<-C1285164<-C2720507"
"sct-msh","MayoSRS","C0267809","C0376180",0.458814,0.226216,0.059357,0.090909,0.027894,0.285714,"C1256741",NA,"C1256741","C1256741=C0267809->C0023890->C0023895->C0012242->C0012674->*C1256741*<-C0376180<-C0582246<-C0030956<-C0002526<-C0007995"
"sct-msh","MayoSRS","C0018801","C0033975",0.560824,0.341594,0.396761,0.142857,0.047566,0.666667,"C0030660",NA,"C0030660","C0030660=C0018801->C1290383->C0003811->*C0030660*<-C0033975<-C0004936<-C0012634"
"sct-msh","MayoSRS","C0034887","C0023055",0.560824,0.443698,0.665962,0.142857,0.076281,0.8125,"C0587047",NA,"C0587047","C0587047=C0034887->C0347944->*C0587047*<-C0023055<-C0035244<-C0039981<-C1290306"
"sct-msh","MayoSRS","C0162595","C0702166",0.458814,0.234068,0.061479,0.090909,0.028925,0.285714,"C1256741",NA,"C1256741","C1256741=C0162595->C0021054->C2979985->C0013227->C0007995->*C1256741*<-C0702166<-C0036502<-C0037274<-C0175166<-C0012674"
"sct-msh","MayoSRS","C0233651","C1527356",0.595614,0.210696,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0233651->C0260655->*C0000000*<-C1527356<-C1274160<-C0375487"
"sct-msh","MayoSRS","C0005587","C0232208",0.595614,0.215756,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0005587->C0011581->C0868892->*C0000000*<-C0232208<-C0348626"
"sct-msh","MayoSRS","C0026269","C0030920",0.560824,0.361664,0.495404,0.142857,0.052193,0.75,"C0000000|C1302710",NA,"C1302710","C0000000=C0026269->C0018824->C0029609->*C0000000*<-C0030920<-C0038354<-C0266806|C1302710=C0026269->C0018824->C0018799->C0025061->*C1302710*<-C0030920<-C0038354"
"sct-msh","MayoSRS","C0035222","C0007642",0.687124,0.394796,0.562409,0.25,0.060838,0.857143,"C0009782",NA,"C0009782","C0009782=C0035222->C1272854->*C0009782*<-C0007642"
"sct-msh","MayoSRS","C0037926","C0886052",0.504104,0.2167,0,0.111111,0,0.2,"C0000000",NA,"C0000000","C0000000=C0037926->C0037928->C0393413->*C0000000*<-C0886052<-C0558012<-C0418956<-C0184661<-C2720507"
"sct-msh","MayoSRS","C0158280","C0023891",0.560824,0.324464,0.418141,0.142857,0.043942,0.75,"C1290853|C0263978",NA,"C0263978","C1290853=C0158280->C0558385->*C1290853*<-C0023891<-C0023890<-C0023895<-C1302710|C0263978=C0158280->C0558385->*C0263978*<-C0023891<-C0023890<-C0023895<-C1290864"
"sct-msh","MayoSRS","C0241910","C0022876",0.560824,0.211822,0,0.142857,0,0.25,"C0000000",NA,"C0000000","C0000000=C0241910->C0400936->C0023895->C0266806->*C0000000*<-C0022876<-C0156718"
"sct-msh","MayoSRS","C0917996","C0034065",0.595614,0.42494,0.639074,0.166667,0.069941,0.848485,"C0042373|C0410013|C1302710|C0425674",NA,"C0042373","C0425674=C0917996->C0007766->C0577829->*C0425674*<-C0034065<-C0428843|C0042373=C0917996->C0007766->C0002940->*C0042373*<-C0034065<-C0013922|C0410013=C0917996->C0007766->C0340613->*C0410013*<-C0034065<-C0013922|C1302710=C0917996->C0007766->C0459146->*C1302710*<-C0034065<-C0024115"
"sct-msh","MayoSRS","C0149925","C0011860",0.560824,0.212838,0,0.142857,0,0.25,"C0000000",NA,"C0000000","C0000000=C0149925->C0348343->*C0000000*<-C0011860<-C0011849<-C0271633<-C1263961"
"sct-msh","MayoSRS","C0018926","C0043352",0.560824,0.429623,0.650165,0.142857,0.071473,0.833333,"C0266804",NA,"C0266804","C0266804=C0018926->C0041909->C1290613->*C0266804*<-C0043352<-C0036093<-C0026636"
"sct-msh","MayoSRS","C0010043","C0011127",0.687124,0.566348,0.82132,0.25,0.134529,0.888889,"C0041582|C0333297",NA,"C0041582","C0333297=C0010043->C0041582->*C0333297*<-C0011127|C0041582=C0010043->*C0041582*<-C0011127<-C0037299"
"sct-msh","MayoSRS","C0013404","C0231528",0.595614,0.305295,0.335281,0.166667,0.040213,0.705882,"C1290906|C0037088",NA,"C1290906","C0037088=C0013404->C0037090->*C0037088*<-C0231528<-C0026858<-C0030193|C1290906=C0013404->C0035204->C0425442->*C1290906*<-C0231528<-C0424722"
"sct-msh","MayoSRS","C0024117","C0018520",0.595614,0.289733,0.284483,0.166667,0.03742,0.666667,"C0037088",NA,"C0037088","C0037088=C0024117->C0425442->C1290906->*C0037088*<-C0018520<-C0037089"
"sct-msh","MayoSRS","C0029408","C0392525",0.560824,0.346699,0.444588,0.142857,0.048702,0.75,"C0000000|C1290853|C0263978",NA,"C0263978","C1290853=C0029408->C0035435->C0009782->*C1290853*<-C0392525<-C0022658<-C1302710|C0263978=C0029408->C1285232->C0158370->*C0263978*<-C0392525<-C0022658<-C1290864|C0000000=C0029408->C0157959->*C0000000*<-C0392525<-C0022658<-C1302710<-C0277538"
"sct-msh","MayoSRS","C0262538","C0040479",0.530687,0.222668,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0262538->C0041887->*C0000000*<-C0040479<-C0042514<-C0039231<-C0277901<-C0348626"
"sct-msh","MayoSRS","C0034069","C0003615",0.560824,0.381415,0.519555,0.142857,0.057187,0.75,"C1290853|C1302710|C1290837|C0263978",NA,"C1302710","C1290853=C0034069->C0024115->C1302710->*C1290853*<-C0003615<-C1112209<-C0578491|C0263978=C0034069->C0024115->C0039978->*C0263978*<-C0003615<-C1112209<-C1290864|C1290837=C0034069->C0024115->C0039978->*C1290837*<-C0003615<-C1112209<-C1290864|C1302710=C0034069->C0024115->*C1302710*<-C0003615<-C0007527<-C0021831<-C0266805"
"sct-msh","MayoSRS","C0007286","C0549493",0,0.355275,0,0,0,0,"",NA,"",""
"sct-msh","MayoSRS","C0041834","C0029456",0.595614,0.301958,0.296605,0.166667,0.039597,0.666667,"C0037088",NA,"C0037088","C0037088=C0041834->*C0037088*<-C0029456<-C0005944<-C0025517<-C0012634"
"sct-msh-csp-aod","UMNSRS_similarity","C0017601","C0232197",0.61421,0.318749,0.393282,0.166667,0.042774,0.8,"C0030660",NA,"C0030660","C0030660=C0017601->C0015397->C0012634->*C0030660*<-C0232197<-C0003811"
"sct-msh-csp-aod","UMNSRS_similarity","C0006949","C0031507",0.763454,0.563549,0.815919,0.333333,0.132755,0.933333,"C0003286|C0682801",NA,"C0682801","C0682801=C0006949->*C0682801*<-C0031507|C0003286=C0006949->*C0003286*<-C0031507"
"sct-msh-csp-aod","UMNSRS_similarity","C0878544","C0000970",0.526908,0.280091,0.176712,0.111111,0.035769,0.636364,"C1140093|C0000000|C2720507|C1256741",NA,"C1256741","C1140093=C0878544->C0026848->C1290853->C0012634->*C1140093*<-C0000970<-C0002482<-C0029224<-C0220806|C2720507=C0878544->C0026848->C1290853->C0012634->C0037088->*C2720507*<-C0000970<-C0003419<-C0013227|C1256741=C0878544->C0018799->C0007222->C0012674->*C1256741*<-C0000970<-C0002482<-C0029224<-C0007995|C0000000=C0878544->C0026848->C0263660->C0041785->*C0000000*<-C0000970<-C0003419<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0019340","C0020550",0,0.363916,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0036494","C0027497",0.763454,0.928831,0.989515,0.333333,0.719452,0.956522,"C0027497",NA,"C0027497","C0027497=C0036494->C0026603->*C0027497"
"sct-msh-csp-aod","UMNSRS_similarity","C0009186","C0019655",0.763454,0.611418,0.864827,0.333333,0.165665,0.961538,"C0026946",NA,"C0026946","C0026946=C0009186->*C0026946*<-C0019655"
"sct-msh-csp-aod","UMNSRS_similarity","C0002962","C0070166",0.581019,0.212062,0,0.142857,0,0.25,"C0000000",NA,"C0000000","C0000000=C0002962->C0151744->C0155670->*C0000000*<-C0070166<-C0032177<-C0032178"
"sct-msh-csp-aod","UMNSRS_similarity","C0061851","C0022046",0.701512,0.279401,0.273346,0.25,0.035655,0.823529,"C1320237",NA,"C1320237","C1320237=C0061851->C0360055->*C1320237*<-C0022046"
"sct-msh-csp-aod","UMNSRS_similarity","C0036572","C0021641",0.581019,0.252048,0.061615,0.142857,0.031416,0.4,"C2720507",NA,"C2720507","C2720507=C0036572->C0027854->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0036690","C0013404",0.61421,0.339895,0.427256,0.166667,0.04717,0.814815,"C0012634|C0000000",NA,"C0012634","C0012634=C0036690->C0679335->C0021311->*C0012634*<-C0013404<-C0035204|C0000000=C0036690->C0004623->C0004622->*C0000000*<-C0013404<-C0029601"
"sct-msh-csp-aod","UMNSRS_similarity","C0028738","C0021167",0.526908,0.302154,0.318117,0.111111,0.039613,0.714286,"C0037088",NA,"C0037088","C0037088=C0028738->C0028850->C0015397->C0012634->*C0037088*<-C0021167<-C0231360<-C0424449<-C0427350"
"sct-msh-csp-aod","UMNSRS_similarity","C0036494","C0001962",0.581019,0.258242,0.063349,0.142857,0.03233,0.4,"C2720507",NA,"C2720507","C2720507=C0036494->C0026603->C0037088->*C2720507*<-C0001962<-C0039536<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0013456","C0034880",0.763454,0.63104,0.879772,0.333333,0.181409,0.965517,"C0013447",NA,"C0013447","C0013447=C0013456->*C0013447*<-C0034880"
"sct-msh-csp-aod","UMNSRS_similarity","C0032064","C0008402",0.526908,0.223078,0.054098,0.111111,0.027476,0.333333,"C2720507",NA,"C2720507","C2720507=C0032064->C0521829->C1285556->C1298232->*C2720507*<-C0008402<-C0003367<-C0007220<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0001367","C0209227",0.763454,0.694597,0.9149,0.333333,0.243422,0.9375,"C1319305|C0003451",NA,"C1319305","C1319305=C0001367->*C1319305*<-C0209227|C0003451=C0001367->*C0003451*<-C0209227"
"sct-msh-csp-aod","UMNSRS_similarity","C0027497","C0027498",0.850756,0.950617,0.993074,0.5,0.795748,0.977778,"C0027497",NA,"C0027497","C0027497=C0027497*<-C0027498"
"sct-msh-csp-aod","UMNSRS_similarity","C0162275","C0159075",0.701512,0.515573,0.775371,0.25,0.106329,0.888889,"C0426391",NA,"C0426391","C0426391=C0162275->*C0426391*<-C0159075<-C0235639"
"sct-msh-csp-aod","UMNSRS_similarity","C0009951","C0001962",0.61421,0.259288,0.063646,0.166667,0.032487,0.444444,"C2720507|C0000000",NA,"C2720507","C2720507=C0009951->C0037088->*C2720507*<-C0001962<-C0039536<-C0013227|C0000000=C0009951->C0037088->C2720507->*C0000000*<-C0001962<-C0678408"
"sct-msh-csp-aod","UMNSRS_similarity","C0242723","C0024530",0.701512,0.517981,0.777417,0.25,0.10752,0.943396,"C0030499",NA,"C0030499","C0030499=C0242723->*C0030499*<-C0024530<-C0033740"
"sct-msh-csp-aod","UMNSRS_similarity","C0033687","C0011847",0,0.362733,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0017160","C0086073",0.552268,0.235115,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0017160->C0021831->C0266806->*C0000000*<-C0086073<-C0282555<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0020639","C0020175",0.552268,0.297641,0.337864,0.125,0.038794,0.72,"C1140093|C0682591",NA,"C0682591","C1140093=C0020639->C0025517->C0012634->*C1140093*<-C0020175<-C0036658<-C0033909<-C0596159|C0682591=C0020639->C0005830->C0018939->C0005767->*C0682591*<-C0020175<-C0036658<-C0682647"
"sct-msh-csp-aod","UMNSRS_similarity","C0213771","C0073992",0.763454,0.441934,0.673159,0.333333,0.075629,0.933333,"C0006280",NA,"C0006280","C0006280=C0213771->*C0006280*<-C0073992"
"sct-msh-csp-aod","UMNSRS_similarity","C0162275","C0016410",0.526908,0.234943,0.057062,0.111111,0.029026,0.333333,"C2720507",NA,"C2720507","C2720507=C0162275->C0426391->C2711906->C0037088->*C2720507*<-C0016410<-C0018928<-C0018938<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0021641","C0017687",0.850756,0.787219,0.952266,0.5,0.373649,0.97561,"C0021641",NA,"C0021641","C0021641=C0021641*<-C0017687"
"sct-msh-csp-aod","UMNSRS_similarity","C0086543","C0043144",0.552268,0.292931,0.308568,0.125,0.037958,0.740741,"C0000000|C0037088",NA,"C0037088","C0037088=C0086543->C0154777->C1285162->C0012634->*C0037088*<-C0043144<-C0035234<-C0037090|C0000000=C0086543->C0154777->C0271005->*C0000000*<-C0043144<-C1287665<-C1291004<-C0159056"
"sct-msh-csp-aod","UMNSRS_similarity","C0025605","C0040610",0.763454,0.46622,0.700759,0.333333,0.084623,0.9375,"C0002772|C0027415",NA,"C0027415","C0002772=C0025605->*C0002772*<-C0040610|C0027415=C0025605->*C0027415*<-C0040610"
"sct-msh-csp-aod","UMNSRS_similarity","C0011847","C0033860",0,0.357978,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0948786","C0030232",0,0.358088,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0232471","C0016860",0,0.358932,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0031763","C0003564",0.653466,0.239742,0,0.2,0,0.333333,"C0000000",NA,"C0000000","C0000000=C0031763->*C0000000*<-C0003564<-C0023009<-C0154633"
"sct-msh-csp-aod","UMNSRS_similarity","C0032617","C0159075",0.653466,0.513881,0.773843,0.2,0.1055,0.857143,"C0426391",NA,"C0426391","C0426391=C0032617->C0577197->*C0426391*<-C0159075<-C0235639"
"sct-msh-csp-aod","UMNSRS_similarity","C0033860","C0025287",0.61421,0.320775,0.404755,0.166667,0.043177,0.814815,"C0679384|C0012634|C0037088",NA,"C0012634","C0037088=C0033860->C0037274->C0012634->*C0037088*<-C0025287<-C0027854|C0012634=C0033860->C0037274->*C0012634*<-C0025287<-C0154728<-C0027765|C0679384=C0033860->C0037274->*C0679384*<-C0025287<-C0231443<-C0263660"
"sct-msh-csp-aod","UMNSRS_similarity","C0042755","C0013132",0.61421,0.212924,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0042755->C0037088->C2720507->*C0000000*<-C0013132<-C1456208"
"sct-msh-csp-aod","UMNSRS_similarity","C0009421","C0019158",0.61421,0.350995,0.466155,0.166667,0.049656,0.864865,"C0679384|C0012634|C0012674|C1285159",NA,"C1285159","C1285159=C0009421->C0027765->*C1285159*<-C0019158<-C0023895<-C0012242|C0012674=C0009421->C0027765->*C0012674*<-C0019158<-C0023895<-C0012242|C0012634=C0009421->C0027765->*C0012634*<-C0019158<-C0023895<-C0012242|C0679384=C0009421->C0027765->*C0679384*<-C0019158<-C0023895<-C0012242"
"sct-msh-csp-aod","UMNSRS_similarity","C0917801","C0085631",0.61421,0.427551,0.648135,0.166667,0.070761,0.893617,"C0027854|C0586405|C0004936",NA,"C0586405","C0004936=C0917801->C0021603->C0851578->*C0004936*<-C0085631<-C0033922|C0027854=C0917801->C0021603->C0851578->*C0027854*<-C0085631<-C0013384|C0586405=C0917801->C0021603->C0851578->*C0586405*<-C0085631<-C0679464"
"sct-msh-csp-aod","UMNSRS_similarity","C0442874","C0025598",0.552268,0.310175,0.198763,0.125,0.04111,0.666667,"C1140093|C2720507|C1256741",NA,"C1256741","C1140093=C0442874->C0027765->C0012634->*C1140093*<-C0025598<-C0020616<-C0013227<-C0220806|C2720507=C0442874->C0027765->C0012634->C0037088->*C2720507*<-C0025598<-C0020616<-C0013227|C1256741=C0442874->C0027765->C0012674->*C1256741*<-C0025598<-C0020616<-C0013227<-C0007995"
"sct-msh-csp-aod","UMNSRS_similarity","C0033860","C0003864",0.701512,0.468299,0.678359,0.25,0.085441,0.918919,"C1285331",NA,"C1285331","C1285331=C0033860->C0011603->*C1285331*<-C0003864"
"sct-msh-csp-aod","UMNSRS_similarity","C0041296","C0149651",0.504222,0.227944,0.055295,0.1,0.028101,0.307692,"C2720507",NA,"C2720507","C2720507=C0041296->C0456953->C0282354->C1285164->*C2720507*<-C0149651<-C1265981<-C0332447<-C1260954<-C1268086"
"sct-msh-csp-aod","UMNSRS_similarity","C0028754","C0011847",0,0.35726,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0040038","C0019079",0.653466,0.44425,0.664768,0.2,0.076444,0.9,"C0728936|C0333010|C0007222",NA,"C0728936","C0333010=C0040038->C1704212->*C0333010*<-C0019079<-C0019080|C0007222=C0040038->C0040053->*C0007222*<-C0019079<-C0019080|C0728936=C0040038->*C0728936*<-C0019079<-C0019080<-C0264940"
"sct-msh-csp-aod","UMNSRS_similarity","C0032285","C0007561",0.526908,0.223624,0,0.111111,0,0.2,"C0000000",NA,"C0000000","C0000000=C0032285->C0035243->C0869452->*C0000000*<-C0007561<-C0279516<-C0003204<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0114873","C0076107",0.763454,0.812759,0.962352,0.333333,0.420514,0.952381,"C0304512|C0032912",NA,"C0032912","C0304512=C0114873->*C0304512*<-C0076107|C0032912=C0114873->*C0032912*<-C0076107"
"sct-msh-csp-aod","UMNSRS_similarity","C0086543","C0025598",0.552268,0.220163,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0086543->C0154777->C0271005->*C0000000*<-C0025598<-C0020616<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C1623038","C0301532",0.581019,0.222685,0.054002,0.142857,0.027426,0.4,"C2720507",NA,"C2720507","C2720507=C1623038->C0016059->C0037088->*C2720507*<-C0301532<-C0042890<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0036572","C0006949",0.581019,0.245769,0.059904,0.142857,0.030517,0.4,"C2720507",NA,"C2720507","C2720507=C0036572->C0027854->C0037088->*C2720507*<-C0006949<-C0002771<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0086543","C0021641",0.552268,0.226943,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0086543->C0154777->C0271005->*C0000000*<-C0021641<-C0935929<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0002871","C0206160",0.653466,0.444476,0.660475,0.2,0.076524,0.923077,"C0005767|C0037088",NA,"C0005767","C0037088=C0002871->C0018939->C0012634->*C0037088*<-C0206160|C0005767=C0002871->C0018939->*C0005767*<-C0206160<-C0005811"
"sct-msh-csp-aod","UMNSRS_similarity","C0009951","C0006949",0.61421,0.22983,0.055766,0.166667,0.028347,0.444444,"C2720507",NA,"C2720507","C2720507=C0009951->C0037088->*C2720507*<-C0006949<-C0002771<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0029456","C0032950",0.526908,0.26623,0.167254,0.111111,0.033547,0.636364,"C1140093|C0000000|C2720507|C1256741",NA,"C1256741","C1140093=C0029456->C0005940->C0026857->C0012634->*C1140093*<-C0032950<-C0003209<-C0013227<-C0220806|C2720507=C0029456->C0005940->C0026857->C0012634->C0037088->*C2720507*<-C0032950<-C0003209<-C0013227|C1256741=C0029456->C0005940->C0026857->C0012674->*C1256741*<-C0032950<-C0003209<-C0013227<-C0007995|C0000000=C0029456->C0679391->C0263660->C0041785->*C0000000*<-C0032950<-C0003209<-C0013227<-C2720507"
"sct-msh-csp-aod","UMNSRS_similarity","C0036572","C0031507",0.552268,0.24465,0.059604,0.125,0.030359,0.363636,"C2720507",NA,"C2720507","C2720507=C0036572->C0027854->C0037088->*C2720507*<-C0031507<-C0003195<-C0007220<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0885057","C0016157",0.581019,0.250926,0.128264,0.142857,0.031254,0.5,"C0439861",NA,"C0439861","C0439861=C0885057->C0361218->C0013231->C0013227->*C0439861*<-C0016157<-C0028908"
"sct-msh-csp-aod","UMNSRS_similarity","C0242339","C0016157",0.653466,0.376002,0.50012,0.2,0.055746,0.857143,"C0023779",NA,"C0023779","C0023779=C0242339->C0154251->*C0023779*<-C0016157<-C0028908"
"sct-msh-csp-aod","UMNSRS_similarity","C0232197","C0002962",0.653466,0.529358,0.790642,0.2,0.113331,0.944444,"C0018799",NA,"C0018799","C0018799=C0232197->C0264886->*C0018799*<-C0002962<-C0151744"
"sct-msh-csp-aod","UMNSRS_similarity","C0007557","C0007561",0.763454,0.382357,0.557488,0.333333,0.05741,0.933333,"C0279516",NA,"C0279516","C0279516=C0007557->*C0279516*<-C0007561"
"sct-msh-csp-aod","UMNSRS_similarity","C0011053","C0004134",0.653466,0.429831,0.637245,0.2,0.071511,0.9,"C0027854",NA,"C0027854","C0027854=C0011053->C0260662->C0036659->*C0027854*<-C0004134"
"sct-msh-csp-aod","UMNSRS_similarity","C0220892","C0007546",0.701512,0.583413,0.831897,0.25,0.145533,0.923077,"C0279516|C0026458",NA,"C0026458","C0026458=C0220892->*C0026458*<-C0007546<-C2266959|C0279516=C0220892->C0026458->*C0279516*<-C0007546"
"sct-msh-csp-aod","UMNSRS_similarity","C0011847","C0021641",0,0.378641,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0018995","C0003126",0.581019,0.319245,0.402974,0.142857,0.042872,0.785714,"C0012634|C0679384",NA,"C0012634","C0012634=C0018995->C0012715->C0028709->*C0012634*<-C0003126<-C0679441<-C0027765|C0679384=C0018995->C0012715->C0025517->*C0679384*<-C0003126<-C0679441<-C0152027"
"sct-msh-csp-aod","UMNSRS_similarity","C0022116","C0152149",0.581019,0.335112,0.399169,0.142857,0.046138,0.785714,"C0000000|C1290906|C0679215|C0039058|C0677042",NA,"C1290906","C0679215=C0022116->C0030660->*C0679215*<-C0152149<-C0000737<-C0476288<-C1457887|C1290906=C0022116->C1276288->C0425560->*C1290906*<-C0152149<-C0567248<-C1320355|C0039058=C0022116->C0030660->*C0039058*<-C0152149<-C0000737<-C0030193<-C0037088|C0677042=C0022116->C0030660->*C0677042*<-C0152149<-C0000737<-C0030193<-C0037088|C0000000=C0022116->C0030660->C0677042->*C0000000*<-C0152149<-C0423610<-C0156402"
"sct-msh-csp-aod","UMNSRS_similarity","C0030232","C0004057",0.581019,0.231525,0.056193,0.142857,0.028571,0.4,"C2720507|C0000000",NA,"C2720507","C2720507=C0030232->C0037285->C0037088->*C2720507*<-C0004057<-C0003191<-C0013227|C0000000=C0030232->C0586407->C0159037->*C0000000*<-C0004057<-C0032177<-C0032188"
"sct-msh-csp-aod","UMNSRS_similarity","C0013456","C0233212",0.552268,0.310451,0.379474,0.125,0.041163,0.810811,"C0000000|C0037088|C0159135",NA,"C0159135","C0037088=C0013456->C0030193->*C0037088*<-C0233212<-C0233179<-C0311392<-C0424449<-C0427350|C0159135=C0013456->C0013447->C0260662->C1285159->*C0159135*<-C0233212<-C0233179<-C0311392|C0000000=C0013456->C0030193->C0029625->*C0000000*<-C0233212<-C0233179<-C0559565<-C0451636"
"sct-msh-csp-aod","UMNSRS_similarity","C0019340","C0008370",0,0.36322,0,0,0,0,"",NA,"",""
"sct-msh-csp-aod","UMNSRS_similarity","C0242339","C0008402",0.552268,0.327705,0.402563,0.125,0.044583,0.740741,"C0007995|C0029224|C0020242",NA,"C0020242","C0029224=C0242339->C0154251->C0023779->C0443602->*C0029224*<-C0008402<-C0578399<-C0576728|C0020242=C0242339->C0154251->C0023779->*C0020242*<-C0008402<-C0032604<-C0038515<-C0020245|C0007995=C0242339->C0154251->C0023779->*C0007995*<-C0008402<-C0578399<-C0028159<-C0021521"
"sct-msh-csp-aod","UMNSRS_similarity","C0034494","C0702166",0.61421,0.324513,0.409119,0.166667,0.04393,0.814815,"C0679384|C0012634|C0012674",NA,"C0012634","C0012674=C0034494->C0042769->*C0012674*<-C0702166<-C0037274<-C0175166|C0012634=C0034494->C0597039->C0027765->*C0012634*<-C0702166<-C0037274|C0679384=C0034494->C0597039->C0027765->*C0679384*<-C0702166<-C0037274"
"sct-msh-csp-aod","UMNSRS_similarity","C0032064","C0001416",0.653466,0.238776,0,0.2,0,0.333333,"C0000000",NA,"C0000000","C0000000=C0032064->C0014347->C0374996->*C0000000*<-C0001416"
"sct-msh-csp-aod","UMNSRS_similarity","C0159075","C0232955",0.61421,0.210468,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0159075->C0522153->C0159078->*C0000000*<-C0232955<-C0029592"
"sct-msh-csp-aod","UMNSRS_similarity","C0001975","C0012772",0.653466,0.372241,0.37095,0.2,0.054785,0.818182,"C1320237|C0029224",NA,"C1320237","C0029224=C0001975->*C0029224*<-C0012772<-C1627760<-C0007066|C1320237=C0001975->*C1320237*<-C0012772<-C0012194<-C0007974"
"sct-msh-csp-aod","UMNSRS_similarity","C0009214","C0027358",0.763454,0.706414,0.918178,0.333333,0.257101,0.96875,"C0026549",NA,"C0026549","C0026549=C0009214->*C0026549*<-C0027358"
"sct-msh-csp-aod","UMNSRS_similarity","C0043031","C0004057",0.701512,0.431413,0.642228,0.25,0.072036,0.896552,"C0003280",NA,"C0003280","C0003280=C0043031->*C0003280*<-C0004057<-C0032177"
"sct-msh-csp-aod","UMNSRS_similarity","C0042313","C0017642",0.653466,0.386074,0.561986,0.2,0.058405,0.875,"C0279516",NA,"C0279516","C0279516=C0042313->*C0279516*<-C0017642<-C0038766<-C0038760"
"sct-msh-csp-aod","UMNSRS_similarity","C0009187","C0025289",0.581019,0.28993,0.282594,0.142857,0.037434,0.727273,"C0012674",NA,"C0012674","C0012674=C0009187->C0033740->C0030499->*C0012674*<-C0025289<-C0007684<-C0004615"
"sct-msh-csp-aod","UMNSRS_similarity","C0030232","C0043031",0.552268,0.225842,0.054775,0.125,0.027829,0.363636,"C2720507",NA,"C2720507","C2720507=C0030232->C0037285->C0037088->*C2720507*<-C0043031<-C0000506<-C0014432<-C0013227"
"sct-msh-csp-aod","UMNSRS_similarity","C0002940","C0029456",0.61421,0.405588,0.594745,0.166667,0.063923,0.878049,"C0679384|C0026857|C0263660|C0012634|C0012674|C1285159",NA,"C0263660","C1285159=C0002940->C0007222->*C1285159*<-C0029456<-C0005940<-C0026857|C0012674=C0002940->C0007222->*C0012674*<-C0029456<-C0005940<-C0026857|C0012634=C0002940->C0007222->*C0012634*<-C0029456<-C0005940<-C0026857|C0263660=C0002940->C0878544->C0026848->*C0263660*<-C0029456<-C0679391|C0679384=C0002940->C0007222->*C0679384*<-C0029456<-C0679391<-C0263660|C0026857=C0002940->C0878544->C0026848->*C0026857*<-C0029456<-C0005940"
"sct-msh-csp-aod","UMNSRS_similarity","C0022116","C0025859",0.552268,0.230221,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0022116->C0030660->C0677042->*C0000000*<-C0025859<-C0014983<-C0001962<-C0678408"
