sct	MiniMayoSRS	Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	RADA	INTRINSIC_RADA	JACCARD	SOKAL	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
sct-msh-csp-aod	UMNSRS_relatedness	C0041948	C0027497	0.614210	0.323732	0.408205	0.166667	0.043771	0.951923	0.418716	0.256443	0.147080	0.814815	C0679384|C0012634|C0037088		C0012634	C0037088=C0041948->C0025517->C0012634->*C0037088*<-C0027497<-C0037089|C0012634=C0041948->C0025517->*C0012634*<-C0027497<-C0476288<-C0012242|C0679384=C0041948->C0025517->*C0679384*<-C0027497<-C0476288<-C0012242
sct-msh-csp-aod	UMNSRS_relatedness	C0242453	C0392071	0.763454	0.738295	0.937284	0.333333	0.297963	0.980769	0.937308	0.881971	0.788862	0.954545	C0033575		C0033575	C0033575=C0242453->*C0033575*<-C0392071
sct-msh-csp-aod	UMNSRS_relatedness	C0344370	C2004489	0.763454	0.919314	0.987813	0.333333	0.688462	0.980769	0.987959	0.975919	0.952970	0.933333	C2004489		C2004489	C2004489=C0344370->C0232605->*C2004489
sct-msh-csp-aod	UMNSRS_relatedness	C0017160	C0036572	0.581019	0.399394	0.525363	0.142857	0.062118	0.942308	0.598257	0.356266	0.216742	0.842105	C0679384|C0000000|C1290906|C0012634|C0012674|C1285159		C1285159	C1285159=C0017160->C0017178->C0012242->*C1285159*<-C0036572<-C0027854<-C0027765|C0012674=C0017160->C0017178->C0012242->*C0012674*<-C0036572<-C0027854<-C0027765|C0012634=C0017160->C0017178->C0012242->*C0012634*<-C0036572<-C0027854<-C0027765|C1290906=C0017160->C0017178->C0012242->C0426573->*C1290906*<-C0036572<-C0730595|C0679384=C0017160->C0017178->C0012242->*C0679384*<-C0036572<-C0027854<-C0027765|C0000000=C0017160->C0021831->C0266806->*C0000000*<-C0036572<-C0730595<-C0490011
sct-msh-csp-aod	UMNSRS_relatedness	C0009421	C0020456	0.701512	0.296237	0.311970	0.250000	0.038543	0.971154	0.336253	0.184813	0.101815	0.869565	C0037088		C0037088	C0037088=C0009421->C0041657->*C0037088*<-C0020456
sct-msh-csp-aod	UMNSRS_relatedness	C1883552	C0013911	0.526908	0.227788	0.055256	0.111111	0.028081	0.923077	0.079052	0.028413	0.014411	0.333333	C2720507		C2720507	C2720507=C1883552->C0442795->C0442719->C1285164->*C2720507*<-C0013911<-C0043096<-C0005910<-C0037088
sct-msh-csp-aod	UMNSRS_relatedness	C0232471	C0020175	0.000000	0.355439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_relatedness	C0002871	C0060277	0.526908	0.301363	0.312319	0.111111	0.039468	0.923077	0.352434	0.185058	0.101964	0.692308	C1140093|C0013227|C2720507		C0013227	C1140093=C0002871->C0018939->C0012634->*C1140093*<-C0060277<-C0018928<-C0018938<-C0013227<-C0220806|C2720507=C0002871->C0018939->C0012634->C0037088->*C2720507*<-C0060277<-C0018928<-C0018938<-C0013227|C0013227=C0002871->C0018939->C0005767->C0440737->C2979985->*C0013227*<-C0060277<-C0018928<-C0018938
sct-msh-csp-aod	UMNSRS_relatedness	C0002962	C0018834	0.653466	0.555987	0.818522	0.200000	0.128190	0.961538	0.819039	0.692795	0.529981	0.913043	C0281856|C0030193		C0281856	C0281856=C0002962->C1300028->*C0281856*<-C0018834<-C0234230|C0030193=C0002962->C0008031->*C0030193*<-C0018834<-C0234230
sct-msh-csp-aod	UMNSRS_relatedness	C0013404	C0213771	0.581019	0.231662	0.056227	0.142857	0.028589	0.942308	0.095883	0.028927	0.014676	0.400000	C2720507		C2720507	C2720507=C0013404->C0037088->*C2720507*<-C0213771<-C0006280<-C0004382<-C0013227
sct-msh-csp-aod	UMNSRS_relatedness	C0242339	C0032143	0.581019	0.271139	0.211183	0.142857	0.034317	0.942308	0.251252	0.118057	0.062732	0.727273	C0007995		C0007995	C0007995=C0242339->C0154251->C0023779->*C0007995*<-C0032143<-C0005789<-C0005515
sct-msh-csp-aod	UMNSRS_relatedness	C0020459	C0037384	0.614210	0.211726	0.000000	0.166667	0.000000	0.951923	0.000000	0.000000	0.000000	0.285714	C0000000		C0000000	C0000000=C0020459->C1257958->C0029777->*C0000000*<-C0037384<-C0029601
sct-msh-csp-aod	UMNSRS_relatedness	C0023530	C0220892	0.526908	0.226175	0.000000	0.111111	0.000000	0.923077	0.000000	0.000000	0.000000	0.200000	C0000000		C0000000	C0000000=C0023530->C0580531->C0159073->*C0000000*<-C0220892<-C0026458<-C0003232<-C0457591<-C0729762
sct-msh-csp-aod	UMNSRS_relatedness	C0025289	C0025287	0.763454	0.613698	0.864308	0.333333	0.167422	0.980769	0.867679	0.761041	0.614258	0.950000	C0154728		C0154728	C0154728=C0025289->*C0154728*<-C0025287
sct-msh-csp-aod	UMNSRS_relatedness	C1883552	C0017687	0.552268	0.229751	0.055746	0.125000	0.028337	0.932692	0.087618	0.028672	0.014545	0.363636	C2720507		C2720507	C2720507=C1883552->C0442795->C0442719->C1285164->*C2720507*<-C0017687<-C0017173<-C0013227
sct-msh-csp-aod	UMNSRS_relatedness	C0009806	C0042523	0.581019	0.219086	0.000000	0.142857	0.000000	0.942308	0.000000	0.000000	0.000000	0.250000	C0000000		C0000000	C0000000=C0009806->C0021831->C0266806->*C0000000*<-C0042523<-C0042402<-C0042394
sct-msh-csp-aod	UMNSRS_relatedness	C0232197	C0004147	0.526908	0.211642	0.000000	0.111111	0.000000	0.923077	0.000000	0.000000	0.000000	0.200000	C0000000		C0000000	C0000000=C0232197->C0003811->C0030660->C0677042->*C0000000*<-C0004147<-C0014983<-C0001962<-C0678408
sct-msh-csp-aod	UMNSRS_relatedness	C0242339	C0020473	0.850756	0.827516	0.965564	0.500000	0.450226	0.990385	0.967509	0.933420	0.875153	0.969697	C0242339		C0242339	C0242339=C0242339*<-C0020473
sct-msh-csp-aod	UMNSRS_relatedness	C0043144	C0038450	0.763454	0.876358	0.979293	0.333333	0.564376	0.980769	0.979462	0.959426	0.922017	0.941176	C0035234|C1287665		C0035234	C0035234=C0043144->*C0035234*<-C0038450|C1287665=C0043144->*C1287665*<-C0038450
sct-msh-csp-aod	UMNSRS_relatedness	C0043066	C2004489	0.653466	0.395499	0.585477	0.200000	0.061008	0.961538	0.590468	0.413904	0.260958	0.857143	C0159061|C0426573		C0159061	C0159061=C0043066->C0559234->C0232483->*C0159061*<-C2004489|C0426573=C0043066->C0559234->C0232483->*C0426573*<-C2004489
sct-msh-csp-aod	UMNSRS_relatedness	C0030232	C0948786	0.000000	0.358088	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_relatedness	C0019079	C0033603	0.581019	0.226863	0.055027	0.142857	0.027961	0.942308	0.074987	0.028292	0.014349	0.400000	C2720507		C2720507	C2720507=C0019079->C0037090->C0037088->*C2720507*<-C0033603<-C0003295<-C0013227
sct-msh-csp-aod	UMNSRS_relatedness	C0034642	C0016860	0.581019	0.213611	0.000000	0.142857	0.000000	0.942308	0.000000	0.000000	0.000000	0.250000	C0000000		C0000000	C0000000=C0034642->C0159056->*C0000000*<-C0016860<-C0012798<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_relatedness	C0002871	C0043031	0.526908	0.311797	0.342924	0.111111	0.041420	0.923077	0.384206	0.206946	0.115415	0.714286	C2979985|C1140093|C2720507		C2979985	C1140093=C0002871->C0018939->C0012634->*C1140093*<-C0043031<-C0010206<-C0010207<-C0021213<-C0220806|C2720507=C0002871->C0018939->C0012634->C0037088->*C2720507*<-C0043031<-C0000506<-C0014432<-C0013227|C2979985=C0002871->C0018939->C0005767->C0440737->*C2979985*<-C0043031<-C0010206<-C0032086<-C0040549
sct-msh-csp-aod	UMNSRS_relatedness	C0016579	C0030554	0.850756	0.918545	0.987666	0.500000	0.686017	0.990385	0.987822	0.975632	0.952423	0.976744	C0030554		C0030554	C0030554=C0016579->*C0030554
sct-msh-csp-aod	UMNSRS_relatedness	C0246719	C0021641	0.653466	0.293719	0.287219	0.200000	0.038097	0.961538	0.328165	0.167691	0.091519	0.777778	C1320237		C1320237	C1320237=C0246719->C0012544->*C1320237*<-C0021641<-C1532645
sct-msh-csp-aod	UMNSRS_relatedness	C0023570	C0006982	0.763454	0.866489	0.977012	0.333333	0.539188	0.980769	0.977259	0.955057	0.913980	0.966667	C0013036|C0003405|C0013023		C0013023	C0003405=C0023570->*C0003405*<-C0006982|C0013023=C0023570->*C0013023*<-C0006982|C0013036=C0023570->*C0013036*<-C0006982
sct-msh-csp-aod	UMNSRS_relatedness	C0011603	C0995182	0.000000	0.406234	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_relatedness	C0009187	C0025815	0.526908	0.256530	0.160891	0.111111	0.032075	0.923077	0.197034	0.087483	0.045742	0.636364	C1256741		C1256741	C1256741=C0009187->C0033740->C0030499->C0012674->*C1256741*<-C0025815<-C0003209<-C0013227<-C0007995
sct-msh-csp-aod	UMNSRS_relatedness	C0005747	C0152149	0.581019	0.404124	0.607280	0.142857	0.063492	0.942308	0.607528	0.436039	0.278804	0.857143	C0027854|C1290906		C0027854	C1290906=C0005747->C0037763->C0427194->*C1290906*<-C0152149<-C0567248<-C1320355|C0027854=C0005747->C0037763->C0392702->*C0027854*<-C0152149<-C0000737<-C0030193
sct-msh-csp-aod	UMNSRS_relatedness	C0557875	C0751229	0.000000	0.355411	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_relatedness	C0032617	C0162275	0.701512	0.517700	0.777284	0.250000	0.107381	0.971154	0.778814	0.635703	0.465957	0.888889	C0426391		C0426391	C0426391=C0032617->C0577197->*C0426391*<-C0162275
sct-msh-csp-aod	UMNSRS_relatedness	C0040460	C0004134	0.653466	0.428033	0.635172	0.200000	0.070918	0.961538	0.651413	0.465386	0.303259	0.900000	C0027854		C0027854	C0027854=C0040460->C0015468->C0030193->*C0027854*<-C0004134
sct-msh-csp-aod	UMNSRS_relatedness	C0024730	C0000970	0.701512	0.308905	0.320179	0.250000	0.040869	0.971154	0.375551	0.190603	0.105341	0.857143	C0013227		C0013227	C0013227=C0024730->*C0013227*<-C0000970<-C0003419
sct-msh-csp-aod	UMNSRS_relatedness	C0029877	C0025287	0.614210	0.410386	0.614640	0.166667	0.065358	0.951923	0.619495	0.443668	0.285073	0.878049	C0037088|C0012634|C0027854|C1285159		C0027854	C1285159=C0029877->C1285333->*C1285159*<-C0025287<-C0154728<-C0027765|C0037088=C0029877->C0013447->C0012634->*C0037088*<-C0025287<-C0027854|C0012634=C0029877->C0013447->*C0012634*<-C0025287<-C0154728<-C0027765|C0027854=C0029877->C0013447->C0260662->C0036659->*C0027854*<-C0025287
sct-msh-csp-aod	UMNSRS_relatedness	C0009024	C0085208	0.552268	0.224408	0.054422	0.125000	0.027645	0.932692	0.064116	0.027972	0.014185	0.363636	C2720507		C2720507	C2720507=C0009024->C0427194->C1290906->C0037088->*C2720507*<-C0085208<-C1629845<-C0013227
sct-msh-csp-aod	UMNSRS_relatedness	C0004134	C0022614	0.581019	0.233837	0.056779	0.142857	0.028878	0.942308	0.105202	0.029219	0.014826	0.400000	C2720507		C2720507	C2720507=C0004134->C0027854->C0037088->*C2720507*<-C0022614<-C0002932<-C0013227
sct-msh-csp-aod	UMNSRS_relatedness	C0220892	C0020740	0.614210	0.379820	0.518033	0.166667	0.056740	0.951923	0.557655	0.349558	0.211797	0.827586	C0003204|C1532645		C0003204	C0003204=C0220892->C0026458->C0003232->*C0003204*<-C0020740<-C0005058|C1532645=C0220892->C0030842->C0282215->*C1532645*<-C0020740<-C1626403
sct-msh-csp-aod	UMNSRS_relatedness	C0016157	C0074554	0.653466	0.591665	0.840158	0.200000	0.151197	0.961538	0.850624	0.724373	0.567856	0.866667	C0003367		C0003367	C0003367=C0016157->C0354657->*C0003367*<-C0074554<-C0360714
sct-msh-csp-aod	UMNSRS_relatedness	C0028734	C0001962	0.614210	0.244540	0.000000	0.166667	0.000000	0.951923	0.000000	0.000000	0.000000	0.285714	C0000000		C0000000	C0000000=C0028734->C0574785->C0159064->*C0000000*<-C0001962<-C0678408
sct-msh-csp-aod	UMNSRS_relatedness	C0026946	C0242453	0.653466	0.226115	0.000000	0.200000	0.000000	0.961538	0.000000	0.000000	0.000000	0.333333	C0000000		C0000000	C0000000=C0026946->C0029511->*C0000000*<-C0242453<-C1719540
sct-msh-csp-aod	UMNSRS_relatedness	C0497327	C0995182	0.000000	0.362249	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_relatedness	C0013369	C0116569	0.483701	0.224989	0.061211	0.090909	0.027720	0.903846	0.066700	0.031572	0.016039	0.285714	C1140093|C2720507		C1140093	C1140093=C0013369->C1264613->C0021311->C0012634->*C1140093*<-C0116569<-C0033442<-C0175804<-C0001975<-C0029224<-C0220806|C2720507=C0013369->C1264613->C0021311->C0012634->C0037088->*C2720507*<-C0116569<-C0304516<-C0001645<-C0004382<-C0013227
sct-msh-csp-aod	UMNSRS_relatedness	C0032064	C0006644	0.552268	0.216420	0.000000	0.125000	0.000000	0.932692	0.000000	0.000000	0.000000	0.222222	C0000000		C0000000	C0000000=C0032064->C0014347->C0374996->*C0000000*<-C0006644<-C0043315<-C0678374<-C1140162
sct-msh-csp-aod	UMNSRS_relatedness	C0034494	C0947651	0.000000	0.355748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_relatedness	C0301532	C0001975	0.701512	0.369272	0.362309	0.250000	0.054037	0.971154	0.534202	0.221232	0.124374	0.857143	C0029224		C0029224	C0029224=C0301532->C0042890->*C0029224*<-C0001975
sct-msh-csp-aod	UMNSRS_relatedness	C0021400	C0032285	0.763454	0.646920	0.883747	0.333333	0.195238	0.980769	0.890322	0.791708	0.655230	0.964286	C0035243		C0035243	C0035243=C0021400->*C0035243*<-C0032285
sct-msh-csp-aod	UMNSRS_relatedness	C0034494	C0234990	0.000000	0.355748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_relatedness	C0017536	C0233576	0.504222	0.245588	0.153960	0.100000	0.030491	0.913462	0.153960	0.083400	0.043515	0.608696	C1256741		C1256741	C1256741=C0017536->C0033740->C0030499->C0012674->*C1256741*<-C0233576<-C0474393<-C0004927<-C0004928<-C1256749
sct-msh-csp-aod	UMNSRS_relatedness	C0033860	C0004153	0.581019	0.350324	0.439708	0.142857	0.049502	0.942308	0.489087	0.281811	0.164016	0.785714	C0012634|C0679384		C0012634	C0012634=C0033860->C0037274->*C0012634*<-C0004153<-C1096458<-C0042373<-C0007222|C0679384=C0033860->C0037274->*C0679384*<-C0004153<-C1096458<-C0042373<-C0007222
sct-msh-csp-aod	UMNSRS_relatedness	C0033497	C0085259	0.701512	0.281952	0.275785	0.250000	0.036078	0.971154	0.289089	0.159948	0.086926	0.823529	C1320237		C1320237	C1320237=C0033497->C0001645->*C1320237*<-C0085259
sct-msh-csp-aod	UMNSRS_relatedness	C0040460	C0076107	0.526908	0.212795	0.000000	0.111111	0.000000	0.923077	0.000000	0.000000	0.000000	0.200000	C0000000		C0000000	C0000000=C0040460->C1704330->C0266806->*C0000000*<-C0076107<-C0304512<-C0001641<-C0042402<-C0042394
sct-msh-csp-aod	UMNSRS_relatedness	C0011633	C0026848	0.763454	0.622034	0.854858	0.333333	0.174005	0.980769	0.873691	0.746508	0.595542	0.954545	C0026848		C0026848	C0026848=C0011633->C0027121->*C0026848
sct-msh-csp-aod	UMNSRS_relatedness	C0038187	C0008838	0.581019	0.228110	0.000000	0.142857	0.000000	0.942308	0.000000	0.000000	0.000000	0.250000	C0000000		C0000000	C0000000=C0038187->C0015619->*C0000000*<-C0008838<-C0034541<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_relatedness	C0003128	C0002453	0.653466	0.573444	0.833987	0.200000	0.138973	0.961538	0.835144	0.715247	0.556719	0.904762	C0236100|C1291681		C1291681	C0236100=C0003128->C0029928->*C0236100*<-C0002453<-C0025345|C1291681=C0003128->*C1291681*<-C0002453<-C1298762<-C0567297
sct-msh-csp-aod	UMNSRS_relatedness	C0276185	C0043066	0.552268	0.210468	0.000000	0.125000	0.000000	0.932692	0.000000	0.000000	0.000000	0.222222	C0000000		C0000000	C0000000=C0276185->C1532229->C0029842->*C0000000*<-C0043066<-C0559234<-C0232483<-C0159061
sct-msh-csp-aod	UMNSRS_relatedness	C0001824	C0002871	0.653466	0.520655	0.769407	0.200000	0.108859	0.961538	0.782179	0.625233	0.454792	0.925926	C0018939		C0018939	C0018939=C0001824->C0023530->C0023510->*C0018939*<-C0002871
sct-msh-csp-aod	UMNSRS_relatedness	C0040485	C0037763	0.763454	0.801264	0.957910	0.333333	0.398734	0.980769	0.959876	0.919220	0.850516	0.964286	C0037763		C0037763	C0037763=C0040485->C0009917->*C0037763
sct-msh-csp-aod	UMNSRS_relatedness	C0557875	C0042523	0.581019	0.217716	0.000000	0.142857	0.000000	0.942308	0.000000	0.000000	0.000000	0.250000	C0000000		C0000000	C0000000=C0557875->C0015672->C0695252->*C0000000*<-C0042523<-C0042402<-C0042394
sct-msh-csp-aod	UMNSRS_relatedness	C0357929	C0005740	0.653466	0.300280	0.311200	0.200000	0.039271	0.961538	0.349048	0.184273	0.101487	0.818182	C0013227		C0013227	C0013227=C0357929->*C0013227*<-C0005740<-C0003236<-C0003392
sct-msh-csp-aod	UMNSRS_relatedness	C0018995	C0025023	0.552268	0.279798	0.273725	0.125000	0.035720	0.932692	0.281701	0.158564	0.086109	0.666667	C1320237		C1320237	C1320237=C0018995->C0012715->C0302583->C0303213->*C1320237*<-C0025023<-C0006948<-C1532645
sct-msh-csp-aod	UMNSRS_relatedness	C0003128	C0006982	0.526908	0.211165	0.000000	0.111111	0.000000	0.923077	0.000000	0.000000	0.000000	0.200000	C0000000		C0000000	C0000000=C0003128->C0029928->C1302710->C0277538->*C0000000*<-C0006982<-C0014432<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_relatedness	C0231451	C0004899	0.526908	0.222118	0.053865	0.111111	0.027354	0.923077	0.053865	0.027678	0.014033	0.333333	C2720507		C2720507	C2720507=C0231451->C0426779->C1290906->C0037088->*C2720507*<-C0004899<-C0021267<-C0028811<-C0037414
sct-msh-csp-aod	UMNSRS_relatedness	C0001927	C0073992	0.850756	0.917984	0.987467	0.500000	0.684237	0.990385	0.987721	0.975244	0.951685	0.976744	C0001927		C0001927	C0001927=C0001927*<-C0073992
sct-msh-csp-aod	UMNSRS_relatedness	C0003864	C0002726	0.614210	0.376736	0.471690	0.166667	0.055936	0.951923	0.550916	0.308635	0.182477	0.857143	C0679384|C0012634|C0159135		C0012634	C0012634=C0003864->C1285339->C0026857->*C0012634*<-C0002726<-C1285162|C0159135=C0003864->C1285331->C1285332->*C0159135*<-C0002726<-C1285162|C0679384=C0003864->C0022408->C0263660->*C0679384*<-C0002726<-C0025517
sct-msh-csp-aod	UMNSRS_relatedness	C0010520	C0014563	0.581019	0.232195	0.056362	0.142857	0.028659	0.942308	0.098177	0.028998	0.014712	0.400000	C2720507		C2720507	C2720507=C0010520->C0037088->*C2720507*<-C0014563<-C0026964<-C2585619<-C0013227
sct-msh-csp-aod	UMNSRS_relatedness	C0015620	C0034665	0.763454	0.715382	0.925376	0.333333	0.267993	0.980769	0.927321	0.861115	0.756104	0.937500	C0019593|C0003216		C0019593	C0003216=C0015620->*C0003216*<-C0034665|C0019593=C0015620->*C0019593*<-C0034665
sct-msh-csp-aod	UMNSRS_relatedness	C0042523	C0752270	0.701512	0.286194	0.279872	0.250000	0.036793	0.971154	0.303422	0.162704	0.088556	0.823529	C1320237		C1320237	C1320237=C0042523->C0597214->*C1320237*<-C0752270
sct-msh-csp-aod	UMNSRS_relatedness	C0014544	C0022116	0.614210	0.242500	0.000000	0.166667	0.000000	0.951923	0.000000	0.000000	0.000000	0.285714	C0000000		C0000000	C0000000=C0014544->C0154721->*C0000000*<-C0022116<-C0030660<-C0677042
sct-msh-csp-aod	UMNSRS_relatedness	C0007297	C0027497	0.763454	0.928831	0.989515	0.333333	0.719452	0.980769	0.989624	0.979248	0.959341	0.956522	C0027497		C0027497	C0027497=C0007297->C0026603->*C0027497
sct-msh-csp-aod	UMNSRS_relatedness	C0043528	C0032064	0.701512	0.444057	0.676256	0.250000	0.076376	0.971154	0.678222	0.510866	0.343063	0.941176	C0009450|C1285556		C0009450	C1285556=C0043528->*C1285556*<-C0032064<-C0521829|C0009450=C0043528->*C0009450*<-C0032064<-C0521829
sct-msh-csp-aod	UMNSRS_relatedness	C0025287	C0001367	0.552268	0.228447	0.055420	0.125000	0.028167	0.932692	0.081935	0.028500	0.014456	0.363636	C2720507		C2720507	C2720507=C0025287->C0027854->C0037088->*C2720507*<-C0001367<-C0003451<-C0003204<-C0013227
sct-msh-csp-aod	UMNSRS_relatedness	C0000786	C0023860	0.581019	0.328598	0.413907	0.142857	0.044768	0.942308	0.432248	0.260960	0.150060	0.785714	C0012634|C0012674		C0012634	C0012674=C0000786->C0032962->C1720765->*C0012674*<-C0023860<-C0004623<-C0004615|C0012634=C0000786->C0032962->C0009566->*C0012634*<-C0023860<-C0004623<-C0009450
sct-msh-csp-aod	UMNSRS_relatedness	C0014544	C0246719	0.526908	0.235721	0.057262	0.111111	0.029131	0.923077	0.113198	0.029475	0.014958	0.333333	C2720507		C2720507	C2720507=C0014544->C0036572->C0027854->C0037088->*C2720507*<-C0246719<-C0012544<-C0521941<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0017601	C0232197	0.614210	0.318749	0.393282	0.166667	0.042774	0.951923	0.404538	0.244773	0.139454	0.800000	C0030660		C0030660	C0030660=C0017601->C0015397->C0012634->*C0030660*<-C0232197<-C0003811
sct-msh-csp-aod	UMNSRS_similarity	C0006949	C0031507	0.763454	0.563549	0.815919	0.333333	0.132755	0.980769	0.826176	0.689074	0.525639	0.933333	C0003286|C0682801		C0682801	C0682801=C0006949->*C0682801*<-C0031507|C0003286=C0006949->*C0003286*<-C0031507
sct-msh-csp-aod	UMNSRS_similarity	C0878544	C0000970	0.526908	0.280091	0.176712	0.111111	0.035769	0.923077	0.282711	0.096920	0.050928	0.636364	C1140093|C0000000|C2720507|C1256741		C1256741	C1140093=C0878544->C0026848->C1290853->C0012634->*C1140093*<-C0000970<-C0002482<-C0029224<-C0220806|C2720507=C0878544->C0026848->C1290853->C0012634->C0037088->*C2720507*<-C0000970<-C0003419<-C0013227|C1256741=C0878544->C0018799->C0007222->C0012674->*C1256741*<-C0000970<-C0002482<-C0029224<-C0007995|C0000000=C0878544->C0026848->C0263660->C0041785->*C0000000*<-C0000970<-C0003419<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0019340	C0020550	0.000000	0.363916	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_similarity	C0036494	C0027497	0.763454	0.928831	0.989515	0.333333	0.719452	0.980769	0.989624	0.979248	0.959341	0.956522	C0027497		C0027497	C0027497=C0036494->C0026603->*C0027497
sct-msh-csp-aod	UMNSRS_similarity	C0009186	C0019655	0.763454	0.611418	0.864827	0.333333	0.165665	0.980769	0.865993	0.761845	0.615307	0.961538	C0026946		C0026946	C0026946=C0009186->*C0026946*<-C0019655
sct-msh-csp-aod	UMNSRS_similarity	C0002962	C0070166	0.581019	0.212062	0.000000	0.142857	0.000000	0.942308	0.000000	0.000000	0.000000	0.250000	C0000000		C0000000	C0000000=C0002962->C0151744->C0155670->*C0000000*<-C0070166<-C0032177<-C0032178
sct-msh-csp-aod	UMNSRS_similarity	C0061851	C0022046	0.701512	0.279401	0.273346	0.250000	0.035655	0.971154	0.280329	0.158310	0.085959	0.823529	C1320237		C1320237	C1320237=C0061851->C0360055->*C1320237*<-C0022046
sct-msh-csp-aod	UMNSRS_similarity	C0036572	C0021641	0.581019	0.252048	0.061615	0.142857	0.031416	0.942308	0.179655	0.031787	0.016150	0.400000	C2720507		C2720507	C2720507=C0036572->C0027854->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0036690	C0013404	0.614210	0.339895	0.427256	0.166667	0.047170	0.951923	0.462514	0.271663	0.157182	0.814815	C0012634|C0000000		C0012634	C0012634=C0036690->C0679335->C0021311->*C0012634*<-C0013404<-C0035204|C0000000=C0036690->C0004623->C0004622->*C0000000*<-C0013404<-C0029601
sct-msh-csp-aod	UMNSRS_similarity	C0028738	C0021167	0.526908	0.302154	0.318117	0.111111	0.039613	0.923077	0.354895	0.189144	0.104450	0.714286	C0037088		C0037088	C0037088=C0028738->C0028850->C0015397->C0012634->*C0037088*<-C0021167<-C0231360<-C0424449<-C0427350
sct-msh-csp-aod	UMNSRS_similarity	C0036494	C0001962	0.581019	0.258242	0.063349	0.142857	0.032330	0.942308	0.203580	0.032711	0.016627	0.400000	C2720507		C2720507	C2720507=C0036494->C0026603->C0037088->*C2720507*<-C0001962<-C0039536<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0013456	C0034880	0.763454	0.631040	0.879772	0.333333	0.181409	0.980769	0.879932	0.785352	0.646567	0.965517	C0013447		C0013447	C0013447=C0013456->*C0013447*<-C0034880
sct-msh-csp-aod	UMNSRS_similarity	C0032064	C0008402	0.526908	0.223078	0.054098	0.111111	0.027476	0.923077	0.058178	0.027801	0.014096	0.333333	C2720507		C2720507	C2720507=C0032064->C0521829->C1285556->C1298232->*C2720507*<-C0008402<-C0003367<-C0007220<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0001367	C0209227	0.763454	0.694597	0.914900	0.333333	0.243422	0.980769	0.917299	0.843148	0.728830	0.937500	C1319305|C0003451		C1319305	C1319305=C0001367->*C1319305*<-C0209227|C0003451=C0001367->*C0003451*<-C0209227
sct-msh-csp-aod	UMNSRS_similarity	C0027497	C0027498	0.850756	0.950617	0.993074	0.500000	0.795748	0.990385	0.993170	0.986243	0.972859	0.977778	C0027497		C0027497	C0027497=C0027497*<-C0027498
sct-msh-csp-aod	UMNSRS_similarity	C0162275	C0159075	0.701512	0.515573	0.775371	0.250000	0.106329	0.971154	0.776363	0.633147	0.463216	0.888889	C0426391		C0426391	C0426391=C0162275->*C0426391*<-C0159075<-C0235639
sct-msh-csp-aod	UMNSRS_similarity	C0009951	C0001962	0.614210	0.259288	0.063646	0.166667	0.032487	0.951923	0.207555	0.032869	0.016709	0.444444	C2720507|C0000000		C2720507	C2720507=C0009951->C0037088->*C2720507*<-C0001962<-C0039536<-C0013227|C0000000=C0009951->C0037088->C2720507->*C0000000*<-C0001962<-C0678408
sct-msh-csp-aod	UMNSRS_similarity	C0242723	C0024530	0.701512	0.517981	0.777417	0.250000	0.107520	0.971154	0.779136	0.635880	0.466147	0.943396	C0030499		C0030499	C0030499=C0242723->*C0030499*<-C0024530<-C0033740
sct-msh-csp-aod	UMNSRS_similarity	C0033687	C0011847	0.000000	0.362733	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_similarity	C0017160	C0086073	0.552268	0.235115	0.000000	0.125000	0.000000	0.932692	0.000000	0.000000	0.000000	0.222222	C0000000		C0000000	C0000000=C0017160->C0021831->C0266806->*C0000000*<-C0086073<-C0282555<-C0013227<-C2720507
